year,period,href,comment
2019,januar,http://www.ofvas.no/bilsalget-i-januar/category794.html,"I januar 2019 ble det registrert 9004 nye personbiler, 203 færre (- 2,2 %) enn i januar 2018. Nullutslippsbilene (elbiler og hydrogenbiler) hadde 37,8 % av registreringene i personbilmarkedet. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i januar var 66 g/km, 12 g/km lavere enn i januar 2018.

VW Golf toppet registreringsstatistikken for personbiler i januar, blant annet takket være en meget høy andel e-Golf.
Næringsandelen av personbilsalget i januar var 55,8 prosent, det er 2,5 prosentpoeng laver enn i januar 2018. Næringsandelen av personbilsalget inkluderer også privatleasing. 
I januar 2019 hadde 17,4 prosent av alle nyregistrerte personbiler bare dieselmotor, i januar 2018 var andelen 20,2 prosent. 19,0 prosent av de nye personbilene registrert i januar hadde bare bensinmotor, mens bensinandelen i 2018 var 26,2 prosent.
Det ble registrert 2313 nye personbiler med hybriddrift i januar. Det er 487 færre (- 17,4 %) enn i januar 2018. Personbilene med hybriddrift hadde 25,7 prosent markedsandel i januar i år, mens markedsandelen i januar 2018 var 30,4 prosent. 
Blant personbilene med hybriddrift var 1298 ladbare hybrider, 267 færre (- 17,1 %) enn i januar 2018. 
Det ble ikke registrert varebiler med hybriddrift verken i januar i år eller i januar i fjor. 
I januar ble det registrert 3407 nye personbiler med nullutslipp. Det er 1279 flere (+ 60,1 %) enn i januar 2018. Nullutslippsbilene hadde 37,8 prosent markedsandel blant personbilene i januar, i januar 2018 var markedsandelen 23,1 prosent. 6 av de nye personbilene med nullutslipp som ble registrerte i januar var hydrogenbil, resten var elbiler. 
Det ble bruktimportert 789 personbiler med nullutslipp i januar, det er 101 færre (- 11,3 %) enn i januar 2018. 
Totalt ble det førstegangsregistrert (nye og bruktimporterte) 4190 personbiler med nullutslipp i januar, i januar 2018 ble det totalt førstegangsregistrert 3016 nullutslipp personbiler. 
Det ble registrert 149 nye varebiler med nullutslipp i januar, 94 flere (+ 170,9 %) enn i januar 2018. 
Det ble bruktimportert 15 nullutslippsvarebiler i januar i år, 14 færre (- 48,3 %) enn i januar 2018. 
Totalt ble det førstegangsregistrert 164 varebiler med nullutslipp i januar, alle var elbiler.
I januar ble det registrert 3218 nye personbiler med firehjulsdrift, en andel på 35,7 prosent. I samme måned i 2018 var firehjulsdriftandelen 34,3 prosent. 
Det ble registrert 555 nye lastebiler i januar, dette er 25 færre (- 4,3 %) enn i januar 2018. Holder vi campingbiler registrert som lastebiler utenom (29 stk. – 5 færre enn i januar 2018), ble det registrert 526 nye lastebiler i januar. I januar 2018 var antall registrerte lastebiler uten campingbilene 546. 
Det ble registrert 43 nye busser i januar. Dette er 23 færre (- 34,8 %) enn i januar 2018. 
Det ble førstegangsregistrert 54 nye mopeder i januar, 49 færre (- 47,6 %) enn i januar 2018. 
I januar ble det registrert 34 lette motorsykler, det er 37 færre (- 52,1 %) enn i januar i fjor. 
Det ble registrert 106 nye tunge motorsykler i januar, 1 flere (+ 1,0 %) enn i januar 2018. 
Det ble registrert 265 nye traktorer i januar, 106 flere (+ 66,7 %) enn i januar 2018. 
Det ble registrert 1323 snøskutere (beltemotorsykler) i januar, det er 35 færre (- 2,6 %) enn i samme måned i 2018. 
I januar ble det registrert 519 nye ATV, dette er 162 flere (+ 45,4 %) enn i januar 2018. 
Det var 22 registreringsdager i januar i år, like mange som i januar 2018.Alle grunnlagstall er levert av Statens Vegvesen.
"
2018,januar,http://www.ofvas.no/bilsalget-i-januar/category763.html,"I januar 2018 ble det registrert 9207 nye personbiler, 3848 færre (-29,5 %) enn i januar 2017. Nullutslippsbilene (elbiler og hydrogenbiler) hadde 23,1 % av registreringene i personbilmarkedet. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i januar var 78 g/km, 6 g/km lavere enn i januar 2017.

Renault Zoe har seilt opp på tredjeplass på registreringstatistikken i januar, og vi må helt ned til 12.plass på statistikken før vi finner første rene ""fosilbil"".
I januar ble det registrer 9207 nye personbiler. Her er hovedtallene for januar 2018:
58,3 prosent av personbilene ble registrert på firma (næringsandel)
I januar var næringsandelen 58,3 prosent, i januar 2017 var den 51,7 prosent. Næringsandelen av personbilsalget inkluderer privatleasing og økningen i næringsandel i år skyldes i stor grad at andelen privatleasing fortsatt er i god vekst.
2753 nye varebiler i januar
CO2-utslipp for nye personbiler i januar 
Gjennomsnittlig CO2-utslipp for alle førstegangsregistrerte nye personbiler i januar var 78 g/km, det er 6 g/km lavere enn i januar 2017.
CO2-utslippet fra varebiler klasse 2
Gjennomsnittlig CO2-utslipp for varebiler klasse 2 registrert i januar ble 156 g/km, 11 g/km høyere enn i januar 2017.Dieselandelen fortsatt på et lavt nivå
I januar 2018 hadde 20,2 prosent av alle nyregistrerte personbiler bare dieselmotor, i januar 2017 hadde 23,9 prosent av de nye personbilene bare dieselmotor. 26,2 prosent av de nye personbilene registrert i januar hadde bare bensinmotor, mens andelen i 2017 var 24,7 prosent.
30,4 prosent personbiler med hybriddrift i januar
Det ble registrert 2797 nye personbiler med hybriddrift i januar. Det er 1622 færre (-36,7 %) enn i januar 2017. Personbilene med hybriddrift hadde 30,4 prosent markedsandel i januar 2018, mens markedsandelen i januar 2017 var 33,8 prosent
I januar var 1565 av de nye personbilene med hybriddrift ladbare, 1044 færre (-40,0 %) enn i januar 2017.
Det ble ikke registrert varebiler med hybriddrift i 2018.
23,1 prosent nye nullutslippsbiler i januar
I januar ble det registrert 2128 nye personbiler med nullutslipp. Det er 167 færre (-7,3 %) enn i januar 2017. Nullutslippsbilenes markedsandel i januar 2018 var 23,1 prosent, markedsandelen i januar 2017 var 17,6 prosent. 2 av de nye registrerte personbilene i januar var hydrogenbiler, resten var elbiler.
Fortsatt høy bruktimport av elbiler
Det ble bruktimportert 890 personbiler med nullutslipp i januar, det er 396 flere (+80,2 %) enn i januar 2017.
Tilfanget av førstegangsregistrerte nullutslipp personbiler biler (nye og bruktimporterte personbiler) var 3018 i januar, antallet i januar 2017 var 2789.
55 nye varebiler med nullutslipp
Det ble registrert 55 nye varebiler med nullutslipp i januar, 1 mer (+ 1,9 %) enn i januar 2017.
Det ble bruktimportert 29 nullutslippsvarebiler i januar, 18 flere enn i januar 2017.
34,3 prosent nye personbiler med firehjulsdrift
I januar ble det registrert 3162 nye personbiler med firehjulsdrift, en andel på 34,3 prosent. I samme måned i 2017 var firehjulsdriftandelen 39,2 prosent.
Lastebiler og busser
Det ble registrert 580 nye lastebiler i januar, dette er 99 flere (+20,6 %) en i januar 2017. Holder vi campingbiler registrert som lastebiler utenom (34 stk. – 11 flere enn i januar 2017), ble det registrert 546 nye lastebiler i januar, 88 flere enn i januar 2017.
Det ble registrert 66 nye busser i januar. Dette er 17 flere (+34,7 %) enn i januar 2017.
Mopeder og MC
Det ble førstegangsregistrert 103 nye mopeder i januar, 28 færre (-21,4 %) enn i januar 2017.
I januar ble det registrert 71 lette motorsykler, det er 38 flere (+115,2 %) enn i januar 2017.
Det ble registrert 105 nye tunge motorsykler i januar, 2 flere enn i januar 2017.
Traktorer, snøskutere og ATV
Det ble registrert 159 nye traktorer i januar, 87 færre (-35,4 %) enn i januar 2017.
Det ble registrert 1358 snøskutere (beltemotorsykler) i januar, det er 286 flere (+26,7 %) enn i januar 2017.
I januar ble det registrert 357 nye ATV, dette er 14 flere +4,1 %) enn i januar 2017.
Det var 22 registreringsdager i januar 2018, like mange som i januar 2017.
"
2018,februar,http://www.ofvas.no/bilsalget-i-februar/category765.html,"I februar 2018 ble det registrert 10 191 nye personbiler, 1597 færre (-13,5 %) enn i februar 2017. Nullutslippsbilene (elbiler og hydrogenbiler) hadde 21,6 % av registreringene i personbilmarkedet. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i februar var 80 g/km, 8 g/km lavere enn i februar 2017.

Volvo V90 ble mest solgte ladehybrid i februar med totalt 375 nyregistreringer.
I februar ble det registrer 10 191 nye personbiler. Her er hovedtallene for februar 2018:
56,9 prosent av personbilene ble registrert på firma (næringsandel)
I februar 2018 var næringsandelen 56,9 prosent, i februar 2017 var den 54,5 prosent. Næringsandelen av personbilsalget inkluderer privatleasing.
2671 nye varebiler i februar
CO2-utslipp for nye personbiler i februar
Gjennomsnittlig CO2-utslipp for alle førstegangsregistrerte nye personbiler i februar var 80 g/km, det er 8 g/km lavere enn i februar 2017.
CO2-utslippet fra varebiler klasse 2
Gjennomsnittlig CO2-utslipp for varebiler klasse 2 registrert i februar ble 156 g/km, 5 g/km høyere enn i februar 2017.
Dieselandelen er fortsatt lav
I februar 2018 hadde 20,8 prosent av alle nyregistrerte personbiler bare dieselmotor,i februar 2017 hadde 27,3 prosent av de nye personbilene bare dieselmotor. 23,7 prosent av de nye personbilene registrert i februar hadde bare bensinmotor, mens andelen i 2017 var 24,9 prosent.
33,9 prosent personbiler med hybriddrift i februar
Det ble registrert 3453 nye personbiler med hybriddrift i februar. Det er 321 færre (-8,5 %) enn i februar 2017. Personbilene med hybriddrift hadde 33,9 prosent markedsandel i februar 2018, mens markedsandelen i februar 2017 var 32,0 prosent
I februar var 2250 av de nye personbilene med hybriddrift ladbare, det er 197 flere (+9,6 %) enn i februar 2017.
Det ble ikke registrert varebiler med hybriddrift i februar 2018.
21,6 prosent nye nullutslippsbiler i februar
I februar ble det registrert 2200 nye personbiler med nullutslipp. Det er 336 flere (+18,0 %) enn i februar 2017. Nullutslippsbilenes markedsandel i februar 2018 var 21,6 prosent, markedsandelen i februar 2017 var 15,8 prosent. 2 av de nye registrerte personbilene i februar var hydrogenbiler, resten var elbiler.
Høy bruktimport av elbiler
Det ble bruktimportert 873 personbiler med nullutslipp i februar, det er 370 flere (+73,6 %) enn i februar 2017.
Tilfanget av førstegangsregistrerte nullutslipp personbiler (nye og bruktimporterte personbiler) var 3073 i februar, antallet i februar 2017 var 2367.
72 nye varebiler med nullutslipp
Det ble registrert 72 nye varebiler med nullutslipp i februar, 40 flere (+125,0 %) enn i februar 2017.
Det ble bruktimportert 8 nullutslippsvarebiler i februar, 2 færre enn i februar 2017.
42,9 prosent nye personbiler med firehjulsdrift
I februar ble det registrert 4367 nye personbiler med firehjulsdrift, en andel på 42,9 prosent. I samme måned i 2017 var firehjulsdriftandelen 38,4 prosent.
Lastebiler og busser
Det ble registrert 460 nye lastebiler i februar, dette er 75 flere (+19,5 %) en i februar 2017. Holder vi campingbiler registrert som lastebiler utenom (94 stk. - 53 flere enn i februar 2017), ble det registrert 366 nye lastebiler i februar, 22 flere enn i februar 2017.
Det ble registrert 57 nye busser i februar. Dette er 3 færre (-5,0%) enn i februar 2017.
Mopeder og MC
Det ble førstegangsregistrert 77 nye mopeder i februar, 93 færre (-54,7 %) enn i februar 2017.
I februar ble det registrert 77 lette motorsykler, det er 1 færre (-1,3 %) enn i februar 2017.
Det ble registrert 155 nye tunge motorsykler i februar, 3 flere enn i februar 2017.
Traktorer, snøskutere og ATV
Det ble registrert 179 nye traktorer i februar, 28 flere (+18,5 %) enn i februar 2017.
Det ble registrert 787 snøskutere (beltemotorsykler) i februar, det er 133 flere (+20,3 %) enn i februar 2017.
I februar ble det registrert 345 nye ATV, dette er 2 flere (+0,6 %) enn i februar 2017.
Det var 20 registreringsdager i februar 2018, like mange som i februar 2017.
"
2018,mars,http://www.ofvas.no/bilsalget-i-mars/category767.html,"I mars 2018 ble det registrert 14 401 nye personbiler, 1003 flere (+7,5 %) enn i mars 2017. Nullutslippsbilene (elbiler og hydrogenbiler) hadde 37,3 % av registreringene i personbilmarkedet. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i mars var 63 g/km, 22 g/km lavere enn i mars 2017.

Nissan Leaf ble vinneren på personbilstatistikken i mars med 2172 nyregistreringer og 15,1 % markedsandel.
I mars ble det registrer 14 401 nye personbiler. Her er hovedtallene for mars 2018:
56,9 prosent av personbilene ble registrert på firma (næringsandel) I mars 2018 var næringsandelen 47,3 prosent, i mars 2017 var den 50,4 prosent. Næringsandelen av personbilsalget inkluderer privatleasing. 
3064 nye varebiler i mars
CO2-utslipp for nye personbiler i mars
Gjennomsnittlig CO2-utslipp for alle førstegangsregistrerte nye personbiler i mars var 63 g/km, det er 22 g/km lavere enn i mars 2017.
CO2-utslippet fra varebiler klasse 2
Gjennomsnittlig CO2-utslipp for varebiler klasse 2 registrert i mars ble 149 g/km, 4 g/km lavere enn i mars 2017.
Dieselandelen er synkerfortsatt
I mars 2018 hadde 16,0 prosent av alle nyregistrerte personbiler bare dieselmotor, i mars 2017 hadde 24,6 prosent av de nye personbilene bare dieselmotor. 20,0 prosent av de nye personbilene registrert i mars hadde bare bensinmotor, mens andelen i 2017 var 26,4 prosent.
26,7 prosent personbiler med hybriddrift i mars
Det ble registrert 3851 nye personbiler med hybriddrift i mars. Det er 122 flere (+3,3 %) enn i mars 2017. Personbilene med hybriddrift hadde 26,7 prosent markedsandel i mars 2018, mens markedsandelen i mars 2017 var 27,8 prosent
I mars var 2672 av de nye personbilene med hybriddrift ladbare, det er 838 flere (+45,7 %) enn i mars 2017.
Det ble ikke registrert varebiler med hybriddrift i mars 2018.
37,3 prosent nye nullutslippsbiler i mars
I mars ble det registrert 5366 nye personbiler med nullutslipp. Det er 2532 flere (+89,3 %) enn i mars 2017. Nullutslippsbilenes markedsandel i mars 2018 var 37,3 prosent, markedsandelen i mars 2017 var 21,2 prosent. 4 av de nye registrerte nullutslipp personbilene i mars var hydrogenbiler, resten var elbiler.
Høy bruktimport av elbiler
Det ble bruktimportert 831 personbiler med nullutslipp i mars, det er 257 flere (+44,8 %) enn i mars 2017.
Tilfanget av førstegangsregistrerte nullutslipp personbiler (nye og bruktimporterte personbiler) var 6197 i mars, antallet i mars 2017 var 3405.
157 nye varebiler med nullutslipp
Det ble registrert 157 nye varebiler med nullutslipp i mars, 55 flere (+53,9 %) enn i mars 2017.
Det ble bruktimportert 11 nullutslippsvarebiler i mars, 1 flere enn i mars 2017.
44 prosent nye personbiler med firehjulsdrift
I mars ble det registrert 6337 nye personbiler med firehjulsdrift, en andel på 44,0 prosent. I samme måned i 2017 var firehjulsdriftandelen 40,5 prosent.
Lastebiler og busser
Det ble registrert 556 nye lastebiler i mars, dette er 37 færre (-6,2 %) en i mars 2017. Holder vi campingbiler registrert som lastebiler utenom (163 stk. - 65 flere enn i mars 2017), ble det registrert 393 nye lastebiler i mars, 102 færre enn i mars 2017.
Det ble registrert 42 nye busser i mars. Dette er 121 færre (-74,2 %) enn i mars 2017.
Mopeder og MC
Det ble førstegangsregistrert 186 nye mopeder i mars, 287 færre (-60,7 %) enn i mars 2017.
I mars ble det registrert 190 lette motorsykler, det er 29 flere (+18,0 %) enn i mars 2017.
Det ble registrert 443 nye tunge motorsykler i mars, 164 færre (-27,0 %) enn i mars 2017.
Traktorer, snøskutere og ATV
Det ble registrert 200 nye traktorer i mars, 84 færre (-29,6 %) enn i mars 2017.
Det ble registrert 719 snøskutere (beltemotorsykler) i mars, det er 90 flere (+14,3 %) enn i mars 2017.
I mars ble det registrert 325 nye ATV, dette er 147 færre (-31,1 %) enn i mars 2017.
Det var 20 registreringsdager i mars 2018, 3 færre enn i mars 2017.
"
2018,april,http://www.ofvas.no/bilsalget-i-april/category771.html,"I april ble det registrert 14 055 nye personbiler, 2716 flere (+24,0 prosent) enn i april 2017. Nullutslippsbilene hadde 25,4 prosent markedsandel. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i april var 79 g/km.

Bensin- og dieselbilene sliter på registeringsstatistikken og første ikke elektrifiserte personbil, er på 13. plass.
I april ble det registrer 14 055 nye personbiler. Her er hovedtallene for april 2018:
Næringsandelen 53,1 prosent Næringsandelen av personbilsalget i april var 53,1 prosent, det er 1,7 prosent lavere enn i april 2017. Hittil i år er næringsandelen av personbilsalget 53,2 prosent, 0,4 prosent høyere enn for samme periode i 2017.
Næringsandelen av personbilsalget inkluderer også privatleasing. Økningen i næringsandelen skyldes i stor grad økningen i privatleasing.
3476 nye varebiler i april
CO2-utslipp for nye personbiler i april
Gjennomsnittlig CO2-utslipp for alle førstegangsregistrerte nye personbiler i april var 79 g/km, det er 14 g/km lavere enn i april 2017.
 
CO2-utslippet fra varebiler klasse 2
Gjennomsnittlig CO2-utslipp for varebiler klasse 2 registrert i april ble 155 g/km, 1 g/km høyere enn i april 2017. Gjennomsnittlig CO2-utslipp hittil i år er 154 g/km, 3 g/km høyere enn i samme periode i 2017.
Dieselandelen er fortsatt lavI april 2018 hadde 19,3 prosent av alle nyregistrerte personbiler bare dieselmotor, i april 2017 hadde 29,5 prosen av de nye personbilene bare dieselmotor. 26,1 prosent av de nye personbilene registrert i april hadde bare bensinmotor, mens andelen i 2017 var 28,3 prosent.
29,2 prosent personbiler med hybriddrift i april
Det ble registrert 4102 nye personbiler med hybriddrift i april. Det er 1003 flere (+32,4 %) enn i april 2017. Personbilene med hybriddrift hadde 29,2 prosent markedsandel i april i år, mens markedsandelen i april 2017 var 27,3 prosent. Hittil i år har personbilene med hybriddrift 29,7 prosent markedsandel. I samme periode i fjor var den 30,3 prosent.
Blant personbilene med hybriddrift var 2549 ladbare hybrider. I april 2017 var 1674 av de nye personbilene med hybriddrift ladbare.
Det ble ikke registrert varebiler med hybriddrift verken i april i år eller i april i fjor (bensin-diesel/elektrisk hybriddrift).
3566 nye nullutslipp personbiler i aprilI april ble det registrert 3566 nye personbiler med nullutslipp. Det er 1879 flere (+111,3 %) enn i april 2017. Nullutslippsbilene hadde 25,4 prosent markedsandel blant personbilene i april, i april 2017 var markedsandelen 14,9 prosent. 10 av de nye registrerte personbilene i april var hydrogenbiler, resten var elbiler. Hittil i år er det registrert 13 260 nye nullutslipp personbiler, det er 4580 flere (+52,8 %) enn i samme periode i 2017.
Det ble bruktimportert 974 personbiler med nullutslipp i april, det er 570 flere (+141,1 %) enn i april 2017. Hittil i år er det bruktimportert 3568 nullutslipp personbiler, det er 1593 flere (+80,7 %) enn i samme periode i 2017.
Totalt ble det førstegangsregistrert (nye og bruktimporterte) 4540 personbiler med nullutslipp i april, i april 2017 ble det totalt førstegangsregistrert 2091 nye nullutslipp personbiler.
Hittil i år er det førstegangsregistrert (nye og bruktimporterte) 16 828 personbiler med nullutslipp, det er 6173 flere enn i samme periode i fjor.
88 nye varebiler med nullutslippDet ble registrert 88 nye varebiler med nullutslipp i april, 26 flere (+41,9 %) enn i april 2017. Hittil i år er det registrert 372 nye varebiler med nullutslipp, det er 122 flere (+48,8 %) enn i samme periode i 2017.
Det ble bruktimportert 19 nullutslippsvarebiler i april i år, 16 flere enn i april 2017. Hittil i år er det bruktimportert 67 nullutslipp varebiler, det er 33 flere (+97,1 %) enn i samme periode i fjor.
41,7 prosent firehjulsdriftI april ble det registrert 5865 nye personbiler med firehjulsdrift, en andel på 41,7 prosent. I samme måned i 2017 var firehjulsdriftandelen 38,9 prosent. Hittil i år er firehjulsdriftandelen blant personbilene 41,2 prosent, mens den i samme periode i 2017 var 39,3 prosent.
Lastebiler og busserDet ble registrert 733 nye lastebiler i april, dette er 221 flere (+43,2 %) enn i april 2017. Holder vi campingbiler registrert som lastebiler utenom (218 stk. – 82 flere enn i april 2017), ble det registrert 515 lastebiler i april. I april 2017 var antall registrerte lastebiler uten campingbilene 376. Hittil i år er det registrert 2329 lastebiler, det er 358 flere (+18,2 prosent) enn i samme periode i 2017. Holder vi campingbilene utenom er det registrert 1820 nye lastebiler hittil i år, det er 147 flere (+8,8 %) enn i samme periode i fjor.
Det ble registrert 59 nye busser i april. Dette er 22 færre (-27,2 %) enn i april 2017. Hittil i år er det registrert 224 nye busser, det er 129 færre (-36,5 %) enn i samme periode i 2017.
Mopeder og MCDet ble førstegangsregistrert 669 nye mopeder i april, 48 flere (+7,7 %) enn i april 2017. Hittil i år er det registrert 1035 nye mopeder, det er 360 færre (-25,8 %) enn i samme periode i 2017.
I april ble det registrert 525 lette motorsykler, det er 302 flere (+135,4 %) enn i april i fjor. Hittil i år er det registrert 863 lette motorsykler, det er 368 flere (+74,3 %) enn i samme periode i 2017.
Det ble registrert 1268 nye tunge motorsykler i april, 348 flere (+37,8 %) enn i april 2017. Hittil i år er det registrert 1971 tunge motorsykler, det er 189 flere (+10,6 %) enn i samme periode i 2017.
Traktorer, snøskutere og ATVDet ble registrert 323 nye traktorer i april, 90 flere (+38,6 %) enn i april 2017. Hittil i år er det registrert 861 nye traktorer, det er 53 færre (-5,8 %) enn i samme periode i 2017.
Det ble registrert 176 snøskutere (Beltemotorsykler) i april, det er 128 færre (-42,1 %) enn i april 2017. Hittil i år er det registrert 3040 snøskutere, det er 381 flere (+14,3 %) enn i samme periode i fjor.<
I april ble det registrert 380 nye ATV, dette er 37 færre (-8,9 %) enn i april 2017. Hittil i år er det registrert 1407 nye ATV, det er 168 færre (-27,4 %) sammenlignet med samme periode i 2017.
Det var 20 registreringsdager i april i år, tre flere enn i april 2017.
"
2018,mai,http://www.ofvas.no/bilsalget-i-mai/category773.html,"I mai ble det registrert 13 046 nye personbiler, 1129 færre (-8,0 prosent) enn i mai 2017. Nullutslipp personbilene hadde 22,3 prosent markedsandel. Gjennomsnittlig CO2-utslipp for alle nye personbiler registrert i mai var 79 g/km.
Mercedes-Benz GLC toppet statistikken over flest registrerte ladbare hybrider i mai.
I mai ble det registrer 13 046 nye personbiler. Her er hovedtallene for mai  2018:
Næringsandelen 58,4 prosent 
Næringsandelen av personbilsalget i mai var 58,4 prosent, det er 2,0 prosent høyere enn i mai 2017. Hittil i år er næringsandelen av personbilsalget 54,3 prosent, 0,7 prosent høyere enn for samme periode i 2017.
Næringsandelen av personbilsalget inkluderer også privatleasing. Økningen i næringsandelen skyldes i stor grad økningen i privatleasing
3158 nye varebiler i mai
CO2-utslipp for nye personbiler i mai
Gjennomsnittlig CO2-utslipp for alle førstegangsregistrerte nye personbiler i mai var 79 g/km, det er 11 g/km lavere enn i mai 2017.
 
CO2-utslippet fra varebiler klasse 2
Gjennomsnittlig CO2-utslipp for varebiler klasse 2 registrert i mai ble 155 g/km, det samme som i mai 2017. Gjennomsnittlig CO2-utslipp hittil i år er 154 g/km, 2 g/km høyere enn i samme periode i 2017.
Dieselandelen synker fortsatt
I mai 2018 hadde 17,4 prosent av alle nyregistrerte personbiler bare dieselmotor, i mai 2017 hadde 26,3 prosent av de nye personbilene bare dieselmotor. 26,3 prosent av de nye personbilene registrert i mai hadde bare bensinmotor, mens andelen i 2017 var 27,9 prosent.
34 prosent personbiler med hybriddrift i mai 
Det ble registrert 4432 nye personbiler med hybriddrift i mai. Det er 118 flere (+2,7 %) enn i mai 2017. Personbilene med hybriddrift hadde 34,0 prosent markedsandel i mai i år, mens markedsandelen i mai 2017 var 30,4 prosent. Hittil i år har personbilene med hybriddrift 30,6 prosent markedsandel. I samme periode i fjor var den 30,3 prosent.
Blant personbilene med hybriddrift var 2604 ladbare hybrider. I mai 2017 var 2164 av de nye personbilene med hybriddrift ladbare.
Det ble ikke registrert varebiler med hybriddrift verken i mai i år eller i mai i fjor (bensin-diesel/elektrisk hybriddrift).
2912 nye nullutslipp personbiler i mai
I mai ble det registrert 2912 nye personbiler med nullutslipp. Det er 735 flere (+33,8 %) enn i mai 2017. Nullutslippsbilene hadde 22,3 prosent markedsandel blant personbilene i mai, i mai 2017 var markedsandelen 15,4 prosent. 1 av de nye registrerte personbilene i mai var hydrogenbil, resten var elbiler. Hittil i år er det registrert 16 172 nye nullutslipp personbiler, det er 5315 flere (+49,0 %) enn i samme periode i 2017.
Det ble bruktimportert 1027 personbiler med nullutslipp i mai, det er 523 flere (+103,8 %) enn i mai 2017. Hittil i år er det bruktimportert 4595 nullutslipp personbiler, det er 2116 flere (+85,4 %) enn i samme periode i 2017.
Totalt ble det førstegangsregistrert (nye og bruktimporterte) 3939 personbiler med nullutslipp i mai, i mai 2017 ble det totalt førstegangsregistrert 2681 nye nullutslipp personbiler.
Hittil i år er det førstegangsregistrert (nye og bruktimporterte) 20 767 personbiler med nullutslipp, det er 7431 flere enn i samme periode i fjor.
78 nye varebiler med nullutslipp
Det ble registrert 78 nye varebiler med nullutslipp i mai, 44 flere (+129,4 %) enn i mai 2017. Hittil i år er det registrert 450 nye varebiler med nullutslipp, det er 166 flere (+58,5 %) enn i samme periode i 2017.
Det ble bruktimportert 12 nullutslippsvarebiler i mai i år, 5 flere enn i mai 2017. Hittil i år er det bruktimportert 79 nullutslipp varebiler, det er 38 flere (+92,7 %) enn i samme periode i fjor.
38,9 prosent firehjulsdrift
I mai ble det registrert 5073 nye personbiler med firehjulsdrift, en andel på 38,9 prosent. I samme måned i 2017 var firehjulsdriftandelen 37,0 prosent. Hittil i år er firehjulsdriftandelen blant personbilene 40,7 prosent, mens den i samme periode i 2017 var 38,8 prosent.
Lastebiler og busser
Det ble registrert 721 nye lastebiler i mai, dette er det samme antall som i mai 2017. Holder vi campingbiler registrert som lastebiler utenom (240 stk. – 33 flere enn i mai 2017), ble det registrert 481 lastebiler i mai. I mai 2017 var antall registrerte lastebiler uten campingbilene 514. Hittil i år er det registrert 3050 lastebiler, det er 358 flere (+13,3 prosent) enn i samme periode i 2017. Holder vi campingbilene utenom er det registrert 2301 nye lastebiler hittil i år, det er 114 flere (+5,2 %) enn i samme periode i fjor.
Det ble registrert 141 nye busser i mai. Dette er 58 flere (+69,9 %) enn i mai 2017. Hittil i år er det registrert 365 nye busser, det er 71 færre (-16,3 %) enn i samme periode i 2017.
Mopeder og MC
Det ble førstegangsregistrert 582 nye mopeder i mai, 149 færre (-20,4 %) enn i mai 2017. Hittil i år er det registrert 1617 nye mopeder, det er 509 færre (-23,9 %) enn i samme periode i 2017.
I mai ble det registrert 469 lette motorsykler, det er 208 flere (+79,7 %) enn i mai i fjor. Hittil i år er det registrert 1332 lette motorsykler, det er 576 flere (+76,2 %) enn i samme periode i 2017.
Det ble registrert 1162 nye tunge motorsykler i mai, 204 flere (+21,3 %) enn i mai 2017. Hittil i år er det registrert 3133 tunge motorsykler, det er 393 flere (+14,3 %) enn i samme periode i 2017.
Traktorer, snøskutere og ATV
Det ble registrert 272 nye traktorer i mai, 43 færre (-13,7 %) enn i mai 2017. Hittil i år er det registrert 1133 nye traktorer, det er 96 færre (-7,8 %) enn i samme periode i 2017.
Det ble registrert 20 snøskutere (Beltemotorsykler) i mai, det er 30 færre (-60,0 %) enn i mai 2017. Hittil i år er det registrert 3060 snøskutere, det er 351 flere (+13,0 %) enn i samme periode i fjor.
I mai ble det registrert 554 nye ATV, dette er 6 flere (+1,1 %) enn i mai 2017. Hittil i år er det registrert 1961 nye ATV, det er 162 færre (-7,6 %) sammenlignet med samme periode i 2017.
Det var 19 registreringsdager i mai i år, en mindre enn i mai 2017. Grunnlagstall er levert av Statens Vegvesen.
"
