name,count,year,month
Toyota lQ,30,2013,8
Renault Megane,167,2013,8
LexuslS,83,2013,8
Fiat Punto,3,2013,8
Peugeot 2008,328,2013,8
Kia Rio,443,2013,8
MINI Mini,264,2013,8
Renault Laguna,8,2013,8
Hyundai i10,88,2013,8
Nissan Micra,70,2013,8
Skoda Rapid,221,2013,8
Fiat Panda,107,2013,8
Chevrolet Aveo,53,2013,8
Volvo C30,4,2013,8
Peugeot 508,812,2013,8
Peugeot 308,127,2013,8
Ford Ka,44,2013,8
Volkswagen Golf,5032,2013,8
Ford Focus,2279,2013,8
Audi A3,1388,2013,8
BMW 1-serie,842,2013,8
AudiA1,504,2013,8
Honda Jazz,159,2013,8
Skoda Fabia,419,2013,8
Toyota Verso-S,304,2013,8
Mazda2,187,2013,8
Citroen DSS,171,2013,8
Fiat 500L,148,2013,8
Opel Adam,131,2013,8
Chevrolet Spark,102,2013,8
Honda andre,4,2013,8
Volkswagen Polo,1184,2013,8
Peugeot 3008,381,2013,8
Mitsubishi Colt,157,2013,8
Nissan Leaf,1677,2012,9
Mitsubishi l-MiEV,543,2012,9
Citroen C-Zero,443,2012,9
Peugeot iOn,266,2012,9
Tesla Roadster,27,2012,9
Think City,16,2012,9
Mia andre,8,2012,9
Fiat Fiorino,2,2012,9
OpeIAmpera,19,2012,9
Chevrolet US VoIt,1,2012,9
Toyota Prius,1430,2012,9
Lexus CT,315,2012,9
Skoda Citigo,85,2012,9
Volkswagen upl,448,2012,9
Citroen C3,300,2012,9
Smart ForTvvo,42,2012,9
Volvo V50,1347,2012,9
Hondalnsight,8,2012,9
ToyotaAuris,1970,2012,9
ToyotaAygo,460,2012,9
Citroen C1,191,2012,9
Volvo V40,159,2012,9
Peugeot 107,232,2012,9
Kia Picanto,745,2012,9
ToyotaIQ,100,2012,9
Fiat Punto,26,2012,9
Ford B-Max,8,2012,9
Volvo S40,46,2012,9
Fiat 500,394,2012,9
Renault Clio,49,2012,9
SuzukiAIto,48,2012,9
Citroen D83,354,2012,9
Peugeot 207,83,2012,9
Nissan Micra,173,2012,9
Nissan Pixo,3,2012,9
Toyota Yaris,2755,2012,9
Kia Rio,627,2012,9
Citroen C4,470,2012,9
MINI Mini,281,2012,9
Peugeot 308,526,2012,9
Renault Megane,450,2012,9
Renault Laguna,21,2012,9
Volvo C30,69,2012,9
Ford Ka,68,2012,9
Volkswagen Polo,1534,2012,9
HondaJazz,304,2012,9
Ford Focus,3332,2012,9
Ford Fiesta,933,2012,9
AudiA'I,815,2012,9
Skoda Fabia,765,2012,9
Hyundai i10,160,2012,9
Toyota Verso-S,725,2012,9
Mazda2,453,2012,9
Volkswagen Jetta,76,2012,9
MINI Clubman,47,2012,9
Alfa Romeo Mito,28,2012,9
Honda andre,5,2012,9
AudiA3,1064,2012,9
Opel Corsa,399,2012,9
Subaru Trezia,86,2012,9
Chevrolet Spark,9,2012,9
Peugeot 508,1245,2012,9
Citroen DS4,182,2012,9
Nissan Leaf,3039,2013,9
Tesla Model S,805,2013,9
Mitsubishi I-MiEV,275,2013,9
Citroen C-Zero,42,2013,9
Peugeot iOn,30,2013,9
Think City,4,2013,9
Mia andre,3,2013,9
Tesla Roadster,3,2013,9
Mia VE79,2,2013,9
Mercedes-Benz SLS AMG,2,2013,9
Opel Ampera,57,2013,9
Fisker Karma,1,2013,9
Smart ForTwo,22,2013,9
Toyota Yaris,3210,2013,9
Toyota Prius,1371,2013,9
Volvo C30,5,2013,9
Lexus CT,204,2013,9
Mitsubishi Space Star,685,2013,9
Volkswagen upI,996,2013,9
Fiat 500,221,2013,9
Hondalnsight,17,2013,9
Skoda Citigo,444,2013,9
Toyota Auris,3303,2013,9
Ford Fiesta,1207,2013,9
Toyota Aygo,255,2013,9
Peugeot 107,111,2013,9
Peugeot 208,1414,2013,9
Citroen C1,73,2013,9
Renault Clio,423,2013,9
Citroen DS3,303,2013,9
Kia Picanto,704,2013,9
Citroen C3,259,2013,9
Volvo V40,2712,2013,9
Fiat Punto,4,2013,9
Suzuki Alto,57,2013,9
Citroen C4,307,2013,9
Toyota IQ,35,2013,9
Renault Megane,178,2013,9
LexuslS,116,2013,9
Volkswagen Jetta,70,2013,9
Alfa Romeo Mito,34,2013,9
Peugeot 2008,393,2013,9
MINI Mini,298,2013,9
Kia Rio,506,2013,9
Renault Laguna,9,2013,9
Nissan Micra,96,2013,9
Peugeot 308,146,2013,9
Hyundai i10,93,2013,9
Chevrolet Aveo,58,2013,9
Skoda Rapid,241,2013,9
Fiat Panda,114,2013,9
Volkswagen Golf,5593,2013,9
Ford Focus,2530,2013,9
Peugeot 508,889,2013,9
Ford Ka,84,2013,9
Audi A3,1584,2013,9
BMW 1-serie,973,2013,9
Honda Jazz,195,2013,9
AudiA'l,554,2013,9
Skoda Fabia,456,2013,9
Toyota Verso-S,329,2013,9
Mazda2,254,2013,9
Citroen DSS,181,2013,9
Fiat 500L,160,2013,9
Honda andre,4,2013,9
Volkswagen Polo,1323,2013,9
Peugeot 3008,403,2013,9
Mitsubishi Colt,169,2013,9
Subaru Trezia,85,2013,9
MINI Clubrnan,34,2013,9
Nissan Leaf,1954,2012,10
Mitsubishi l-MiEV,579,2012,10
Citroen C-Zero,458,2012,10
Peugeot iOn,352,2012,10
Tesla Roadster,30,2012,10
Think City,16,2012,10
Mia andre,10,2012,10
Fiat Fiorino,4,2012,10
OpelAmpera,123,2012,10
Chevrolet US Volt,1,2012,10
Fisker Karma,4,2012,10
Toyota Prius,1781,2012,10
Lexus CT,345,2012,10
Volkswagen upl,633,2012,10
Skoda Citigo,153,2012,10
Peugeot 208,1075,2012,10
Citroen C3,319,2012,10
Volvo V50,1360,2012,10
Smart ForTvvo,45,2012,10
ToyotaAuris,2194,2012,10
Hondalnsight,9,2012,10
ToyotaAygo,514,2012,10
Peugeot 107,248,2012,10
Citroen C'I,205,2012,10
Volvo V40,317,2012,10
Kia Pioanto,811,2012,10
ToyotalQ,110,2012,10
Fiat 500,437,2012,10
Renault Clio,57,2012,10
Volvo S40,47,2012,10
Fiat Punto,30,2012,10
SuzukiAlto,60,2012,10
Citroen D83,389,2012,10
Peugeot 207,83,2012,10
ChevroletAveo,2,2012,10
ToyotaYaris,3215,2012,10
Nissan Micra,180,2012,10
Nissan Pixo,3,2012,10
Kia Rio,693,2012,10
Citroen C4,517,2012,10
Ford B-Max,49,2012,10
MINI Mini,312,2012,10
Peugeot 308,569,2012,10
Renault Megane,496,2012,10
Alfa Romeo Mito,37,2012,10
Renault Laguna,23,2012,10
Ford Ka,72,2012,10
HondaJazz,332,2012,10
Volvo C30,76,2012,10
Ford Focus,3651,2012,10
Volkswagen Polo,1703,2012,10
Ford Fiesta,1050,2012,10
AudiA'l,917,2012,10
Skoda Fabia,847,2012,10
Hyundai i10,177,2012,10
Toyota Verso-S,795,2012,10
Mazda2,497,2012,10
MINI Clubrnan,54,2012,10
Honda andre,5,2012,10
Opel Corsa,419,2012,10
Volkswagen Jetta,87,2012,10
ChevroletSpark,12,2012,10
Peugeot 508,1325,2012,10
Citroen DS4,180,2012,10
Subaru Trezia,96,2012,10
Nissan Leaf,3755,2013,10
Tesla Model S,903,2013,10
Mitsubishi l-MiEV,316,2013,10
Citroen C-Zero,56,2013,10
Peugeot iOn,51,2013,10
Think City,4,2013,10
Mia andre,3,2013,10
Tesla Roadster,3,2013,10
Mia VE79,2,2013,10
Mercedes-Benz SLS AMG,2,2013,10
TazzariZero,1,2013,10
Opel Ampera,74,2013,10
Volvo c30,12,2013,10
Fisker Karma,1,2013,10
Smart ForTvvo,26,2013,10
Toyota Yaris,3656,2013,10
Toyota Prius,1503,2013,10
Lexus CT,230,2013,10
Volkswagen upl,1137,2013,10
Mitsubishi Space Star,761,2013,10
Fiat 500,235,2013,10
Hondalnsight,18,2013,10
Skoda Citigo,471,2013,10
Toyota Auris,3982,2013,10
Ford Fiesta,1390,2013,10
Toyota Aygo,286,2013,10
Peugeot 107,114,2013,10
Peugeot 208,1545,2013,10
Citroen C'l,74,2013,10
Renault Clio,491,2013,10
Citroen DSB,312,2013,10
Volvo V40,3031,2013,10
Kia Picanto,803,2013,10
Citroen C3,273,2013,10
Fiat Punto,4,2013,10
Citroen C4,393,2013,10
Suzuki Alto,60,2013,10
Peugeot 308,234,2013,10
Renault Megane,198,2013,10
Alfa Romeo Mito,38,2013,10
Toyota IQ,38,2013,10
LexuslS,146,2013,10
Peugeot 2008,484,2013,10
Volkswagen Jetta,74,2013,10
MINI Mini,359,2013,10
Kia Rio,573,2013,10
Renault Laguna,10,2013,10
Nissan Micra,122,2013,10
Hyundai i10,99,2013,10
Renault Captur,20,2013,10
Ford Focus,2787,2013,10
Skoda Rapid,260,2013,10
Fiat Panda,120,2013,10
Volkswagen Golf,6239,2013,10
Peugeot 508,951,2013,10
Chevrolet Aveo,66,2013,10
Audi A3,1786,2013,10
BMW 1-serie,1082,2013,10
Honda Jazz,218,2013,10
AudiA'l,611,2013,10
Mazda2,297,2013,10
Honda andre,5,2013,10
Skoda Fabia,493,2013,10
Toyota Verso-S,357,2013,10
Fiat 500L,172,2013,10
Opel Adarn,149,2013,10
Nissan Note,118,2013,10
Volkswagen Polo,1418,2013,10
Peugeot 3008,413,2013,10
Mitsubishi Colt,174,2013,10
Subaru Trezia,97,2013,10
Nissan Leaf,2160,2012,11
Mitsubishi I-MiEV,633,2012,11
Citroen C-Zero,469,2012,11
Peugeot iOn,393,2012,11
Tesla Roadster,30,2012,11
Think City,16,2012,11
Mia andre,10,2012,11
Fiat Fiorino,4,2012,11
Fisker Karma,6,2012,11
Toyota Prius,2060,2012,11
Lexus CT,363,2012,11
Volkswagen upI,841,2012,11
Skoda Citigo,202,2012,11
Peugeot 208,1270,2012,11
Toyota Auris,2393,2012,11
Volvo V50,1363,2012,11
Citroen C3,356,2012,11
Smart ForTvvo,45,2012,11
Hondalnsight,10,2012,11
Toyota Aygo,579,2012,11
Peugeot 107,266,2012,11
Citroen C1,215,2012,11
Volvo V40,547,2012,11
Kia Picanto,908,2012,11
ToyotaIQ,118,2012,11
Fiat Punto,35,2012,11
ChevroletAveo,11,2012,11
Fiat 500,483,2012,11
Renault Clio,72,2012,11
Volvo S40,47,2012,11
Citroen D83,417,2012,11
ToyotaYaris,3581,2012,11
Peugeot 207,83,2012,11
Nissan Pixo,3,2012,11
Kia Rio,767,2012,11
Citroen C4,538,2012,11
MINI Mini,340,2012,11
Ford B-Max,89,2012,11
Alfa Romeo Mito,40,2012,11
Renault Laguna,23,2012,11
Ford Ka,79,2012,11
HondaJazz,359,2012,11
Volvo 030,80,2012,11
Ford Focus,3952,2012,11
Volkswagen Polo,1910,2012,11
Ford Fiesta,1109,2012,11
AudiA'I,992,2012,11
Skoda Fabia,908,2012,11
Hyundai i10,197,2012,11
ToyotaVerso-S,856,2012,11
Mazda2,536,2012,11
MINI Clubrnan,63,2012,11
Honda andre,5,2012,11
OpelCorsa,447,2012,11
Subaru Trezia,101,2012,11
Volkswagen Jetta,91,2012,11
Chevrolet Spark,24,2012,11
Peugeot 508,1432,2012,11
AudiA3,1242,2012,11
Citroen DS4,190,2012,11
Nissan Leaf,4267,2013,11
Tesla Model S,1430,2013,11
Mitsubishi I-MiEV,345,2013,11
Peugeot iOn,85,2013,11
Citroen C-Zero,80,2013,11
BMWi3,12,2013,11
Think City,8,2013,11
Mia andre,3,2013,11
Tesla Roadster,3,2013,11
Mia VE79,2,2013,11
Mercedes-Benz SLS AMG,2,2013,11
TazzariZero,1,2013,11
Opel Ampera,79,2013,11
Volvo C30,14,2013,11
Fisker Karma,1,2013,11
Volkswagen upl,1520,2013,11
Smart ForTwo,26,2013,11
Toyota Yaris,4039,2013,11
Toyota Prius,1590,2013,11
Lexus CT,257,2013,11
Mitsubishi Space Star,826,2013,11
Fiat 500,251,2013,11
Honda lnsight,20,2013,11
Skoda Citigo,502,2013,11
Toyota Auris,4507,2013,11
Ford Fiesta,1526,2013,11
Toyota Aygo,306,2013,11
Peugeot 107,120,2013,11
Peugeot 208,1633,2013,11
Citroen C1,76,2013,11
Renault Clio,544,2013,11
Kia Picanto,890,2013,11
Citroen DS3,327,2013,11
Volvo V40,3291,2013,11
Citroen C3,296,2013,11
Fiat Punto,4,2013,11
Citroen C4,448,2013,11
Peugeot 308,319,2013,11
Suzuki Alto,62,2013,11
Alfa Romeo Mito,40,2013,11
Toyota IQ,38,2013,11
Peugeot 2008,604,2013,11
Renault Megane,214,2013,11
LexuslS,169,2013,11
Volkswagen Jetta,89,2013,11
MINI Mini,408,2013,11
Kia Rio,629,2013,11
Renault Laguna,11,2013,11
Nissan Micra,144,2013,11
Hyundaii'lO,112,2013,11
Renault Captur,43,2013,11
Ford Focus,2990,2013,11
Peugeot 508,987,2013,11
Fiat Panda,127,2013,11
Chevrolet Aveo,73,2013,11
Volkswagen Golf,6905,2013,11
Skoda Rapid,321,2013,11
Nissan Note,144,2013,11
Ford Ka,139,2013,11
Audi A3,1933,2013,11
BMW 1-serie,1163,2013,11
Honda Jazz,233,2013,11
AudiA1,646,2013,11
Mazda2,320,2013,11
Skoda Fabia,534,2013,11
Toyota Verso-S,374,2013,11
Citroen DS5,198,2013,11
Fiat 500L,182,2013,11
Opel Adarn,161,2013,11
Chevrolet Spark,147,2013,11
Seat Toledo,1,2013,11
Peugeot 3008,430,2013,11
Mitsubishi Colt,179,2013,11
Nissan Leaf,2298,2012,12
Mitsubishi I-MiEV,665,2012,12
Citroen C-Zero,513,2012,12
Peugeot iOn,407,2012,12
Tesla Roadster,32,2012,12
Think City,17,2012,12
Fiat Fiorino,4,2012,12
OpelAmpera,158,2012,12
Fisker Karma,6,2012,12
Toyota Prius,2248,2012,12
Lexus CT,373,2012,12
Volkswagen upl,921,2012,12
Skoda Citigo,264,2012,12
Peugeot 208,1358,2012,12
Toyota Auris,2555,2012,12
Volvo V50,1365,2012,12
Citroen C3,373,2012,12
Smart ForTvvo,48,2012,12
Hondalnsight,12,2012,12
ToyotaAygo,598,2012,12
Peugeot 107,276,2012,12
Citroen C1,221,2012,12
Volvo V40,767,2012,12
Kia Picanto,930,2012,12
Fiat 500,502,2012,12
Renault Clio,98,2012,12
Fiat Punto,35,2012,12
ChevroletAveo,16,2012,12
SuzukiAlto,121,2012,12
Volvo S40,47,2012,12
Citroen D83,433,2012,12
ToyotaYaris,3715,2012,12
Peugeot 207,83,2012,12
Nissan Pixo,3,2012,12
Kia Rio,790,2012,12
Citroen C4,547,2012,12
MINI Mini,370,2012,12
Skoda Rapid,5,2012,12
Renault Megane,531,2012,12
Alfa Romeo Mito,43,2012,12
Renault Laguna,26,2012,12
Peugeot 308,604,2012,12
Ford B-Max,124,2012,12
Ford Ka,85,2012,12
HondaJazz,372,2012,12
Volvo C30,80,2012,12
Volkswagen Polo,2012,2012,12
AudiA'I,1059,2012,12
Skoda Fabia,948,2012,12
Hyundai i10,209,2012,12
Ford Focus,4261,2012,12
ToyotaVerso-S,869,2012,12
Mazda2,548,2012,12
MINI Clubman,65,2012,12
Honda andre,5,2012,12
Opel Corsa,456,2012,12
Chevrolet Spark,34,2012,12
Subaru Justy,1,2012,12
Peugeot 508,1499,2012,12
Nissan Leaf,4604,2013,12
Tesla Model S,1983,2013,12
Mitsubishi I-MiEV,367,2013,12
Citroen C-Zero,95,2013,12
Peugeot iOn,88,2013,12
BMWi3,51,2013,12
Think City,8,2013,12
Mia andre,3,2013,12
Tesla Roadster,3,2013,12
Mia VE79,2,2013,12
Mercedes-Benz SLS AMG,2,2013,12
TazzariZero,1,2013,12
Opel Ampera,88,2013,12
Volvo C30,14,2013,12
Fisker Karma,1,2013,12
Volkswagen upl,1888,2013,12
Toyota Yaris,4250,2013,12
Smart ForTwo,29,2013,12
Toyota Prius,1646,2013,12
Lexus CT,266,2013,12
Mitsubishi Space Star,867,2013,12
Fiat 500,271,2013,12
Honda Insight,20,2013,12
Skoda Citigo,544,2013,12
Toyota Auris,4818,2013,12
Toyota Aygo,316,2013,12
Peugeot 107,122,2013,12
Peugeot 208,1678,2013,12
Ford Fiesta,1637,2013,12
Citroen C'l,77,2013,12
Renault Clio,574,2013,12
Volvo V40,3833,2013,12
Kia Picanto,946,2013,12
Citroen DS3,338,2013,12
Citroen C3,306,2013,12
Fiat Punto,5,2013,12
Peugeot 308,366,2013,12
Citroen C4,503,2013,12
Suzuki Alto,72,2013,12
Alfa Romeo Mito,42,2013,12
Toyota IQ,38,2013,12
Peugeot 2008,676,2013,12
Renault Megane,223,2013,12
LexusIS,171,2013,12
Volkswagen Jetta,92,2013,12
MINI Mini,429,2013,12
Kia Rio,685,2013,12
Nissan Micra,164,2013,12
Hyundai i10,119,2013,12
Renault Captur,75,2013,12
Ford Focus,3169,2013,12
Peugeot 508,1020,2013,12
Nissan Note,164,2013,12
Fiat Panda,130,2013,12
Chevrolet Aveo,79,2013,12
Renault Laguna,13,2013,12
Volkswagen Golf,7366,2013,12
Skoda Rapid,384,2013,12
Honda Jazz,259,2013,12
Ford Ka,153,2013,12
Audi A3,2103,2013,12
BMW 1-serie,1246,2013,12
AudiA1,693,2013,12
Mazda2,327,2013,12
Honda andre,5,2013,12
Skoda Fabia,570,2013,12
Toyota VersosS,390,2013,12
Citroen DS5 .,209,2013,12
Fiat 500L,192,2013,12
Chevrolet Spark,157,2013,12
Subaru Trezia,124,2013,12
Peugeot 3008,449,2013,12
Mitsubishi Colt,183,2013,12
Saab 9-3,1,2013,12
Nissan Leaf,3667,2016,10
BMWi3,2526,2016,10
Tesla ModelS,1740,2016,10
Renault Zoe,1643,2016,10
Tesla ModelX,883,2016,10
PeugeotiOn,300,2016,10
Mitsubishi l-MiEV,242,2016,10
Citroen C-Zero,196,2016,10
Toyota Mirai,7,2016,10
Hyundai ix35,1,2016,10
Kia Soul,1057,2016,10
Nissan NV200,332,2016,10
Volkswagen upl,1287,2016,10
Smart ForTwo,48,2016,10
Volkswagen Golf,11522,2016,10
BMWi8,35,2016,10
Mitsubishi Outlander,4926,2016,10
Hyundai IONIQ,209,2016,10
AudiA3,2345,2016,10
AudiQ7,403,2016,10
BMW2-serie,1523,2016,10
Volkswagen Passat,4198,2016,10
Toyota Yaris,3644,2016,10
Toyota Prius,1738,2016,10
Volvo V60,1222,2016,10
Toyota Auris,3893,2016,10
Kia Niro,346,2016,10
Lexus CT,207,2016,10
Toyota Aygo,120,2016,10
Peugeot108,203,2016,10
Citroen C1,116,2016,10
Fiat500,69,2016,10
BMWX5,1100,2016,10
Mercedes-Benz GLK,1001,2016,10
Mitsubishi Space Star,236,2016,10
Skoda Citigo,138,2016,10
Smart ForFour,5,2016,10
Alfa Romeo Mito,1,2016,10
Peugeot208,666,2016,10
Porsche Cayenne,123,2016,10
Renault Clio,69,2016,10
Volvo XC90,1344,2016,10
Citroen C4 Cactus,492,2016,10
AudiA'l,356,2016,10
DS DS3,117,2016,10
Volkswagen Polo,1393,2016,10
Ford Fiesta,1119,2016,10
Hyundai i20,621,2016,10
Kia Optima,59,2016,10
Opel Adam,16,2016,10
Peugeot308,1287,2016,10
Kia Picanto,249,2016,10
Citroen C3,185,2016,10
Porsche Panamera,4,2016,10
Skoda Rapid,355,2016,10
LexuslS,77,2016,10
DS DS4,18,2016,10
Ford Focus,1227,2016,10
Opel Corsa,518,2016,10
Skoda Fabia,833,2016,10
Peugeot2008,832,2016,10
Mazda2,325,2016,10
Peugeot508,258,2016,10
Renault Megane,137,2016,10
Nissan Note,96,2016,10
Citroen DSS,1,2016,10
Alfa Romeo Giulia,15,2016,10
Citroen C4,421,2016,10
Peugeot3008,295,2016,10
Kia Rio,276,2016,10
Hyundai i30,76,2016,10
Ford KA+,31,2016,10
MINI Mini,443,2016,10
Suzuki Swift,381,2016,10
Citroen Berlingo,108,2016,10
Peugeot Partner,34,2016,10
Volvo V40,1183,2016,10
BMW3-serie,1105,2016,10
Nissan Micra,47,2016,10
Ford Courier,18,2016,10
Dacia Logan,1,2016,10
Renault Kadjar,286,2016,10
Peugeot5008,165,2016,10
Honda Jazz,234,2016,10
Nissan Pulsar,134,2016,10
Fiat Panda,23,2016,10
Dacia Sandero,1,2016,10
Opel Astra,1399,2016,10
Kia cee'd,358,2016,10
Renault Talisman,89,2016,10
Citroen CS,46,2016,10
Lexus GS,13,2016,10
BMW 1-serie,294,2016,10
Jaguar XE,86,2016,10
DS DSS,57,2016,10
Lexus RC,46,2016,10
Ford C-Max,259,2016,10
Opel Meriva,13,2016,10
Toyota RAV4,4068,2016,10
Renault Captur,286,2016,10
Hyundai i10,45,2016,10
AudiO.2,28,2016,10
Volvo SQO,3,2016,10
BMW i3,4166,2017,10
Nissan Leaf,3180,2017,10
Tesla Model X,2824,2017,10
Tesla Model S,2185,2017,10
Opel Ampera-e,958,2017,10
Kia Soul l Soul EV,605,2017,10
Mitsubishi l-MiEV,202,2017,10
Peugeot iOn,166,2017,10
Citroen C-Zero,58,2017,10
Hyundai ix35,25,2017,10
Smart ForFour,24,2017,10
Smart ForTwo,70,2017,10
Hyundai IONIQ,1867,2017,10
Mercedes-Benz B-klasse,1650,2017,10
Nissan NV200 /e-NV200,207,2017,10
Volkswagen upl,1013,2017,10
BMW 2-serie,1950,2017,10
Volvo XCQO,1620,2017,10
Audi A3,1868,2017,10
Volkswagen Passat/CC,3949,2017,10
Mercedes-Benz GLC,2474,2017,10
MINI Countryman,417,2017,10
Toyota Prius,1342,2017,10
Toyota Yaris,3543,2017,10
Mercedes-Benz C-klasse,1453,2017,10
Volvo V60,1167,2017,10
Porsche Cayenne,126,2017,10
Kia Niro,1425,2017,10
BMW 7-serie,45,2017,10
Toyota Auris,2858,2017,10
Lexus CT,143,2017,10
BMW X5,992,2017,10
Fiat 500,54,2017,10
Toyota Aygo,53,2017,10
Peugeot '1 08,88,2017,10
Citroen C1,41,2017,10
Toyota C-HR,3118,2017,10
Hyundai i10,132,2017,10
Kia Picanto,233,2017,10
Renault Clio,172,2017,10
Mitsubishi Space Star,139,2017,10
Skoda Citigo,83,2017,10
Hyundai i20,384,2017,10
BMW 3-serie,768,2017,10
Kia Rio,361,2017,10
Peugeot 208,380,2017,10
Citroi-in c4 Cactus,365,2017,10
Opel Adam,6,2017,10
Ford Fiesta,784,2017,10
Suzuki Swift,755,2017,10
AudiA1,204,2017,10
Porsche Panamera,152,2017,10
Volkswagen Polo,968,2017,10
Volvo XC60,1498,2017,10
BMW 5-serie,1045,2017,10
Ford Focus,1045,2017,10
Peugeot 308,524,2017,10
Nissan Micra,112,2017,10
Lexus IS /F,53,2017,10
DS DS 3,27,2017,10
Peugeot Partner,18,2017,10
Suzuki lgnis,472,2017,10
Peugeot 508,98,2017,10
Skoda Fabia,708,2017,10
Citroie-Zn 03,640,2017,10
Skoda Rapid,291,2017,10
Mazda 2,203,2017,10
Peugeot 2008,881,2017,10
DS DS 4,32,2017,10
Mercedes-Benz GLE,252,2017,10
Citroen c4,37,2017,10
Citroen Berlingo,74,2017,10
Nissan Note,32,2017,10
MINI Mini,295,2017,10
Renault Megane,81,2017,10
Mercedes-Benz E-klasse,1343,2017,10
Honda Jazz,159,2017,10
Citroen C5,21,2017,10
Fiat Panda,7,2017,10
Citroen C4 Picasso/ Grand,536,2017,10
Hyundai i30,276,2017,10
Ford C-Max/Grand C-Max,203,2017,10
Lexus RC lF,20,2017,10
Alfa Romeo Giulietta,15,2017,10
Kia Stonic,8,2017,10
Volvo V90,2824,2017,10
Peugeot 3008,1928,2017,10
Volvo SQO,284,2017,10
Renault Kadjar,162,2017,10
Toyota Rav4,3824,2017,10
Peugeot 5008,15,2017,10
Ford B-Max,9,2017,10
Nissan Pulsar,97,2017,10
Lexus GS,8,2017,10
Volvo V40,1404,2017,10
Peugeot5008 SUV,187,2017,10
Dacia Duster,94,2017,10
Jaguar XE/XES,50,2017,10
Ssangyong Tivoli,22,2017,10
BMWi3,3540,2016,11
Tesla ModelS,1788,2016,11
Renault Zoe,1743,2016,11
Tesla ModelX,1005,2016,11
PeugeotiOn,328,2016,11
Mitsubishi l-MiEV,268,2016,11
Citroen C-Zero,208,2016,11
Toyota Mirai,7,2016,11
Hyundai ix35,1,2016,11
Kia Soul,1152,2016,11
Nissan NV200,360,2016,11
Volkswagen upl,1442,2016,11
Hyundai IONIQ,530,2016,11
Smart ForTwo,50,2016,11
Volkswagen Golf,12427,2016,11
Mitsubishi Outlander,5332,2016,11
AudiA3,2615,2016,11
AudiQ7,441,2016,11
BMW2-serie,1773,2016,11
Toyota Yaris,3955,2016,11
Volkswagen Passat,4514,2016,11
Toyota Prius,1881,2016,11
Volvo V60,1345,2016,11
Toyota Auris,4213,2016,11
Kia Niro,402,2016,11
Lexus CT,231,2016,11
Toyota Aygo,129,2016,11
Peugeot108,210,2016,11
Citroen C1,147,2016,11
Fiat 500,76,2016,11
Mercedes-Benz GLC,1103,2016,11
BMWX5,1166,2016,11
Mitsubishi Space Star,255,2016,11
Skoda VCitigo,149,2016,11
Smart ForFour,5,2016,11
Porsche Cayenne,127,2016,11
Renault Clio,70,2016,11
Volvo XCQO,1382,2016,11
Citroen C4 Cactus,538,2016,11
AudiA1,385,2016,11
Volkswagen Polo,1535,2016,11
Hyundai i20,648,2016,11
DS DSB,117,2016,11
Ford Fiesta,1242,2016,11
Opel Adam,16,2016,11
Peugeot308,1402,2016,11
Kia Picanto,271,2016,11
Citroen CB,200,2016,11
Porsche Panamera,4,2016,11
Skoda Rapid,389,2016,11
LexuslS,84,2016,11
Suzuki lgnis,83,2016,11
DS DS4,18,2016,11
Ford Focus,1324,2016,11
Opel Corsa,563,2016,11
Nissan Note,101,2016,11
Peugeot2008,944,2016,11
Skoda Fabia,927,2016,11
Mazda2,342,2016,11
Peugeot508,278,2016,11
Renault Megane,149,2016,11
Kia Optima,107,2016,11
Alfa Romeo Giulia,18,2016,11
Citroean4,462,2016,11
Peugeot3008,352,2016,11
Kia Rio,296,2016,11
Hyundai i30,76,2016,11
Ford KA+,41,2016,11
MINI Mini,477,2016,11
Suzuki Swift,398,2016,11
Citroen Berlingo,119,2016,11
Peugeot Partner,38,2016,11
BMW3-serie,1188,2016,11
Nissan Micra,49,2016,11
Dacia Logan,1,2016,11
Volvo V40,1416,2016,11
Renault Kadjar,5319,2016,11
Peugeot5008,170,2016,11
Ford Courier,21,2016,11
Honda Jazz,245,2016,11
Nissan Pulsar,144,2016,11
Dacia Sandero,1,2016,11
O'pel Astra,1516,2016,11
Kia cee'd,382,2016,11
Citroen CS,49,2016,11
Lexus GS,15,2016,11
Toyota C-HR,8,2016,11
BMW 1-serie,310,2016,11
RenaultTalisman,103,2016,11
JaguarXE,93,2016,11
DS DSS,59,2016,11
Lexus RC,48,2016,11
Ford C-Max,304,2016,11
Opel Meriva,13,2016,11
Renault Captur,328,2016,11
Hyundai i10,46,2016,11
AudiQ2,43,2016,11
BMW i3,4524,2017,11
Nissan Leaf,3328,2017,11
Tesla ModelS,2686,2017,11
Renault Zoe,2111,2017,11
Opel Ampera-e,1042,2017,11
Kia Soul / Soul EV,729,2017,11
Mitsubishi l-MiEV,244,2017,11
PeugeotiOn,169,2017,11
Citroen C-Zero,58,2017,11
Smart ForFour,37,2017,11
Hyundai ix35,27,2017,11
Smart ForTwo,88,2017,11
Hyundai IONIQ,2155,2017,11
Volkswagen upl,1151,2017,11
BMWi8,13,2017,11
AudiQ7,1065,2017,11
BMW2-serie,2198,2017,11
Volvo XCQO,1826,2017,11
AudiA3,2069,2017,11
Volkswagen Passat/cc,4233,2017,11
MINI Countryman,498,2017,11
Mercedes-Benz GLC,2652,2017,11
Toyota Prius,1485,2017,11
Toyota Yaris,3858,2017,11
Kia Niro,1630,2017,11
Volvo V60,1310,2017,11
Porsche Cayenne,136,2017,11
Toyota Auris,3098,2017,11
BMW7-serie,48,2017,11
