name,count,year,month
BMWXS,1153,2017,11
Toyota Aygo,59,2017,11
Fiat 500,56,2017,11
Peugeot108,97,2017,11
Toyota C-HR,3371,2017,11
Hyundai i10,140,2017,11
Volvo XCSO,1836,2017,11
Kia Picanto,243,2017,11
Renault Clio,180,2017,11
Mitsubishi Space Star,151,2017,11
Skoda Citigo,87,2017,11
BMW 3-serie,859,2017,11
Porsche Panamera,191,2017,11
Hyundai i20,413,2017,11
Peugeot208,433,2017,11
Kia Rio,382,2017,11
Citroen C4 Cactus,382,2017,11
AudiA'1,246,2017,11
Opel Adam,6,2017,11
Suzuki Swift,833,2017,11
Volkswagen Polo,1046,2017,11
Ford Fiesta,985,2017,11
Nissan Micra,122,2017,11
Ford Focus,1160,2017,11
Peugeot308,584,2017,11
Lexus lS /F,62,2017,11
DS DSB,27,2017,11
BMW5-serie,1185,2017,11
Suzuki lgnis,503,2017,11
Peugeot Partner,22,2017,11
Skoda Fabia,786,2017,11
Peugeot508,103,2017,11
Skoda Rapid,306,2017,11
Mazda2,220,2017,11
Peugeot2008,946,2017,11
Citroen C3,720,2017,11
Opel Corsa,177,2017,11
DS DS4,32,2017,11
Volvo SQO,322,2017,11
Mercedes-Benz GLE,276,2017,11
Ford KA+,129,2017,11
Citroen C4,37,2017,11
Citroen Berlingo,81,2017,11
FiatTipo,42,2017,11
Nissan Note,34,2017,11
Kia cee'd,190,2017,11
Renault Megane,98,2017,11
Volvo V90,3091,2017,11
Honda Jazz,164,2017,11
Citroen CS,21,2017,11
Fiat Panda,7,2017,11
Hyundai i30,291,2017,11
Kia Stonic,54,2017,11
Alfa Romeo Giulietta,21,2017,11
Lexus RC /F,20,2017,11
Peugeot3008,2155,2017,11
Renault Kadjar,178,2017,11
Toyota Rav4,4344,2017,11
Peugeot5008,15,2017,11
Ford B-Max,9,2017,11
Lexus GS,8,2017,11
Volvo V40,1557,2017,11
Peugeot5008 SUV,316,2017,11
RenaultTalisman,87,2017,11
Ssangyong Tivoli,23,2017,11
Nissan Leaf,4162,2016,12
BMWi3,3953,2016,12
Tesla ModelS,2051,2016,12
Renault Zoe,1818,2016,12
Tesla ModelX,1430,2016,12
PeugeotiOn,335,2016,12
Mitsubishi l-MiEV,273,2016,12
Citroen C-Zero,214,2016,12
Toyota Mirai,10,2016,12
Hyundai ix35,1,2016,12
Kia Soul,1208,2016,12
Nissan NV200,381,2016,12
Hyundai IONIQ,863,2016,12
Volkswagen upl,1589,2016,12
Smart ForTwo,51,2016,12
BMWi8,35,2016,12
Volkswagen Golf,13148,2016,12
Mitsubishi Outlander,5687,2016,12
AudiA3,3018,2016,12
AudiQ7,465,2016,12
BMW2-serie,1883,2016,12
Toyota Yaris,4247,2016,12
Volkswagen Passat,4813,2016,12
Toyota Prius,1985,2016,12
Toyota Auris,4419,2016,12
Volvo V60,1498,2016,12
Kia Niro,501,2016,12
Lexus CT,245,2016,12
Toyota Aygo,142,2016,12
Peugeot108,222,2016,12
Citroen C1,157,2016,12
Fiat500,82,2016,12
BMWX5,1194,2016,12
Mercedes-Benz GLK,1125,2016,12
Mitsubishi Space Star,276,2016,12
Skoda Citigo,173,2016,12
Renault Clio,118,2016,12
Smart ForFour,5,2016,12
Alfa Romeo Mito,1,2016,12
Peugeot208,766,2016,12
Citroen C4 Cactus,554,2016,12
AudiA1,409,2016,12
Volkswagen Polo,1645,2016,12
Hyundai i20,676,2016,12
DS DS3,118,2016,12
Volvo XC90,1438,2016,12
Ford Fiesta,1350,2016,12
Porsche Cayenne,133,2016,12
Opel Adam,16,2016,12
Peugeot308,1478,2016,12
Kia Picanto,283,2016,12
Citroen C3,246,2016,12
Porsche Panamera,4,2016,12
Skoda Rapid,426,2016,12
Suzuki lgnis,221,2016,12
Toyota C-HR,187,2016,12
LexuslS,85,2016,12
Ford Focus,1418,2016,12
Peugeot508,298,2016,12
Kia Optima,114,2016,12
Nissan Note,103,2016,12
DS DS4,20,2016,12
Peugeot2008,1003,2016,12
Skoda Fabia,988,2016,12
Opel Corsa,596,2016,12
Mazda2,360,2016,12
Renault Megane,153,2016,12
Citroen C4,488,2016,12
Peugeot3008,412,2016,12
Hyundai i30,76,2016,12
Ford KA+,43,2016,12
MINI Mini,511,2016,12
Suzuki Swift,418,2016,12
Kia Rio,318,2016,12
Citroen Berlingo,128,2016,12
Peugeot Partner,42,2016,12
BMW3-serie,1244,2016,12
Nissan Micra,49,2016,12
Dacia Logan,1,2016,12
Renault Kadjar,348,2016,12
Peugeot5008,172,2016,12
Ford Courier,23,2016,12
Alfa Romeo Giulia,21,2016,12
Volvo V40,1688,2016,12
Honda Jazz,253,2016,12
Nissan Pulsar,148,2016,12
Fiat Panda,25,2016,12
Opel Astra,1620,2016,12
Kia cee'd,392,2016,12
Citroen CS,49,2016,12
Lexus GS,15,2016,12
BMW 1-serie,326,2016,12
RenaultTalisman,113,2016,12
DS DSS,62,2016,12
Lexus RC,49,2016,12
Ford C-Max,320,2016,12
Jaguar XE,96,2016,12
Toyota RAV4,4955,2016,12
Renault Captur,376,2016,12
Hyundai i10,46,2016,12
Volvo SQO,3,2016,12
BMWi3,5036,2017,12
Tesla ModelX,4748,2017,12
Tesla Model S,3712,2017,12
Nissan Leaf,3374,2017,12
Renault Zoe,2533,2017,12
Opel Ampera-e,1121,2017,12
Kia Soul l Soul EV,819,2017,12
Mitsubishi I-MiEEV,250,2017,12
Peugeot iOn,169,2017,12
Citroen C-Zero,58,2017,12
Smart ForFour,39,2017,12
Hyundai ix35,38,2017,12
Toyota Mirai,17,2017,12
Smart ForTwo,103,2017,12
Nissan NV200 /e-NV200,227,2017,12
Volkswagen upl,1202,2017,12
BMWi8,16,2017,12
AudiQ7,1259,2017,12
BMW2-serie,2392,2017,12
Volvo XC90,2047,2017,12
AudiA3,2337,2017,12
Volkswagen Passat/CC,4544,2017,12
MINI Countryman,584,2017,12
Mercedes-Benz GLC,2779,2017,12
Toyota Prius,1589,2017,12
Kia Niro,1800,2017,12
Volvo V60,1553,2017,12
Toyota Yaris,4071,2017,12
Toyota Auris,3246,2017,12
Volvo XC60,2474,2017,12
BMWX5,1304,2017,12
Lexus CT,170,2017,12
Porsche Panamera,260,2017,12
Porsche Cayenne,147,2017,12
Toyota Aygo,67,2017,12
Fiat 500,60,2017,12
Peugeot 108,98,2017,12
Citroen C1,43,2017,12
Toyota C-HR,3508,2017,12
BMW7-serie,51,2017,12
Hyundai i10,147,2017,12
Kia Picanto,248,2017,12
Renault Clio,193,2017,12
Mitsubishi Space Star,161,2017,12
Skoda Citigo,92,2017,12
BMW 3-serie,906,2017,12
Volvo 890,412,2017,12
Hyundai i20,439,2017,12
Peugeot208,456,2017,12
Kia Rio,393,2017,12
AudiA'I,257,2017,12
Opel Adam,6,2017,12
Suzuki Swift,910,2017,12
Citroen C4 Cactus,430,2017,12
Ford Fiesta,1139,2017,12
Volkswagen Polo,1114,2017,12
Nissan Micra,132,2017,12
Peugeot 308,611,2017,12
Lexus IS /F,68,2017,12
DS DS3,27,2017,12
BMW 5-serie,1304,2017,12
Ford Focus,1240,2017,12
Suzuki lgnis,530,2017,12
Peugeot Partner,22,2017,12
Skoda Fabia,828,2017,12
Peugeot 508,107,2017,12
Skoda Rapid,328,2017,12
Mercedes-Benz GLE,306,2017,12
Mazda2,231,2017,12
Peugeot2008,978,2017,12
Citroen CB,779,2017,12
Opel Corsa,197,2017,12
DS DS4,32,2017,12
Ford KA+,132,2017,12
Citroen C4,37,2017,12
Volvo V90,3426,2017,12
Citroen Berlingo,85,2017,12
FiatTipo,42,2017,12
Nissan Note,36,2017,12
MINI Mini,328,2017,12
Kia cee'd,199,2017,12
Renault Megane,113,2017,12
Honda Jazz,171,2017,12
Fiat Panda,42,2017,12
Citroen CS,21,2017,12
Kia Stonic,70,2017,12
Peugeot3008,2250,2017,12
Hyundai i30,312,2017,12
Toyota Rav4,4821,2017,12
Renault Kadjar,208,2017,12
Peugeot5008,15,2017,12
Nissan Pulsar,104,2017,12
Renault Talisman,99,2017,12
Lexus GS,8,2017,12
Volvo V40,1733,2017,12
Peugeot 5008 SUV,438,2017,12
Ssangyong Tivoli,23,2017,12
BMWi3,294,2016,1
Nissan Leaf,284,2016,1
Renault Zoe,197,2016,1
Tesla ModelS,105,2016,1
PeugeotiOn,45,2016,1
Citroen C-Zero,33,2016,1
Mitsubishi l-MiEV,4,2016,1
Toyota andre,1,2016,1
Nissan NV200,48,2016,1
Kia Soul,62,2016,1
Smart ForTwo,5,2016,1
Volkswagen upl,165,2016,1
Mercedes-Benz B-klasse,111,2016,1
Volkswagen Golf,998,2016,1
BMWi8,6,2016,1
AudiA3,233,2016,1
Mitsubishi Outlander,145,2016,1
Volvo V60,159,2016,1
Toyota Yaris,317,2016,1
Mercedes-Benz C-klasse,159,2016,1
Toyota Auris,300,2016,1
Porsche Cayenne,30,2016,1
Lexus CT,29,2016,1
Citroen C1,13,2016,1
Peugeot108,25,2016,1
Toyota Aygo,18,2016,1
Mitsubishi Space Star,11,2016,1
Renault Clio,2,2016,1
Toyota Prius,55,2016,1
Skoda Citigo,9,2016,1
DS DS3,5,2016,1
Volkswagen Polo,144,2016,1
Opel Meriva,3,2016,1
Smart ForFour,1,2016,1
BMWX5,170,2016,1
Peugeot208,45,2016,1
AudiA1,43,2016,1
Ford Fiesta,101,2016,1
Citroen C4 Cactus,60,2016,1
Kia Picanto,25,2016,1
Volvo XC90,215,2016,1
Peugeot308,176,2016,1
Opel Adam,4,2016,1
Citroen C3,17,2016,1
Porsche Panamera,4,2016,1
LexuslS,11,2016,1
Peugeot508,26,2016,1
Ford Focus,141,2016,1
Peugeot2008,60,2016,1
Skoda Fabia,63,2016,1
Volvo V40,54,2016,1
Mazda2,32,2016,1
Skoda Rapid,22,2016,1
Nissan Pulsar,13,2016,1
DS DS4,2,2016,1
Citroen DSS,1,2016,1
Opel Corsa,47,2016,1
MINI Mini,28,2016,1
Citroen Berlingo,4,2016,1
Peugeot Partner,3,2016,1
Citroen C4,45,2016,1
Kia Rio,30,2016,1
Nissan Note,12,2016,1
Suzuki Swift,59,2016,1
Hyundai i20,39,2016,1
Peugeot3008,29,2016,1
Nissan Micra,4,2016,1
Honda Jazz,25,2016,1
Hyundai i30,3,2016,1
Opel Astra,89,2016,1
Peugeot5008,19,2016,1
Ford C-Max,21,2016,1
Citroen C5,7,2016,1
Fiat Panda,4,2016,1
Renault Kadjar,25,2016,1
Kia Optima,7,2016,1
Ford Courier,2,2016,1
Kia cee'd,39,2016,1
Lexus RC,8,2016,1
Volkswagen Passat,236,2016,1
BMW 1-serie,49,2016,1
Honda HR-V,29,2016,1
Toyota RAV4,328,2016,1
Ssangyong Tivoli,8,2016,1
Renault Megane,1,2016,1
Toyota Verso,1,2016,1
BMWi3,622,2017,1
Nissan Leaf,352,2017,1
Renault Zoe,240,2017,1
Tesla ModelX,238,2017,1
Tesla ModelS,129,2017,1
Kia Soul,85,2017,1
Mitsubishi l-MiEV,30,2017,1
PeugeotiOn,20,2017,1
Citroen C-Zero,6,2017,1
Nissan NV200,18,2017,1
Hyundai IONIQ,191,2017,1
Volkswagen upl,92,2017,1
Mercedes-Benz B-klasse,97,2017,1
BMWi8,3,2017,1
Volvo XC90,411,2017,1
Volkswagen Golf,738,2017,1
Mitsubishi Outlander,164,2017,1
AudiQ7,163,2017,1
Volkswagen Passat,515,2017,1
AudiA3,157,2017,1
BMW2-serie,202,2017,1
Mercedes-Benz GLK,296,2017,1
Mercedes-Benz C-klasse,162,2017,1
Volvo V60,248,2017,1
Porsche Cayenne,33,2017,1
Toyota Yaris,343,2017,1
BMW7-serie,16,2017,1
Toyota Auris,280,2017,1
Toyota Prius,150,2017,1
Kia Niro,214,2017,1
Toyota Aygo,5,2017,1
Fiat500,3,2017,1
BMWX5,194,2017,1
Lexus CT,15,2017,1
Mercedes-Benz E-klasse,133,2017,1
Peugeot108,16,2017,1
Hyundai i10,36,2017,1
Smart ForTwo,1,2017,1
Renault Clio,25,2017,1
Mitsubishi Space Star,10,2017,1
Skoda Citigo,10,2017,1
Citroen C1,2,2017,1
BMW3-serie,125,2017,1
Hyundai Tucson,24,2017,1
Toyota C-HR,246,2017,1
Hyundai i20,96,2017,1
Peugeot208,58,2017,1
AudiA1,9,2017,1
Citroen C4 Cactus,28,2017,1
Kia Picanto,10,2017,1
Volkswagen Polo,90,2017,1
Peugeot308,75,2017,1
Ford Fiesta,76,2017,1
Mercedes-Benz M-klasse,69,2017,1
Opel Corsa,18,2017,1
Citroen C3,35,2017,1
Suzuki lgnis,35,2017,1
Peugeot508,18,2017,1
LexuslS,7,2017,1
Skoda Fabia,62,2017,1
Kia Rio,27,2017,1
Mazda2,16,2017,1
DS DS4,4,2017,1
DS DS5,1,2017,1
Peugeot2008,155,2017,1
Skoda Rapid,22,2017,1
Renault Megane,5,2017,1
Peugeot Partner,1,2017,1
MINI Mini,39,2017,1
Ford KA+,9,2017,1
DS DS3,4,2017,1
Citroen C4,79,2017,1
Kia Optima,21,2017,1
Suzuki Swift,15,2017,1
Citroen Berlingo,12,2017,1
Kia cee'd,20,2017,1
Peugeot5008,2,2017,1
Ford Focus,170,2017,1
Ford C-Max,30,2017,1
Honda Jazz,9,2017,1
Nissan Note,6,2017,1
Ford B-Max,5,2017,1
Hyundai i30,2,2017,1
Citroen C5,1,2017,1
Peugeot3008,216,2017,1
Renault Kadjar,11,2017,1
Ford Courier,1,2017,1
Lexus RC,3,2017,1
Toyota RAV4,473,2017,1
Volvo V40,220,2017,1
Dacia Duster,9,2017,1
Opel Insignia,6,2017,1
Nissan Leaf,737,2016,2
BMWi3,542,2016,2
Renault Zoe,247,2016,2
Tesla ModelS,218,2016,2
PeugeotiOn,87,2016,2
Citroen C-Zero,65,2016,2
Mitsubishi l-MiEV,6,2016,2
Toyota Mirai,1,2016,2
Nissan NV200,88,2016,2
Kia Soul,220,2016,2
Smart ForTwo,15,2016,2
Volkswagen upl,303,2016,2
Mercedes-Benz B-klasse,217,2016,2
Volkswagen Golf,2245,2016,2
BMWi8,14,2016,2
Mitsubishi Outlander,698,2016,2
AudiA3,482,2016,2
Volvo V60,314,2016,2
Toyota Yaris,613,2016,2
Mercedes-Benz C-klasse,289,2016,2
Toyota Auris,632,2016,2
Lexus CT,57,2016,2
Toyota Aygo,30,2016,2
Citroen C1,23,2016,2
Toyota Prius,179,2016,2
Peugeot108,41,2016,2
Fiat500,2,2016,2
BMWX5,278,2016,2
Mitsubishi Space Star,18,2016,2
Skoda Citigo,19,2016,2
Porsche Cayenne,43,2016,2
Peugeot208,101,2016,2
Smart ForFour,2,2016,2
Renault Clio,5,2016,2
Opel Meriva,3,2016,2
Volkswagen Polo,255,2016,2
AudiA1,68,2016,2
Citroen C4 Cactus,107,2016,2
Ford Fiesta,186,2016,2
Kia Picanto,47,2016,2
Citroen CB,37,2016,2
DS DSB,14,2016,2
Volvo XC90,366,2016,2
Peugeot308,316,2016,2
Opel Adam,6,2016,2
Porsche Panamera,4,2016,2
Renault Megane,2,2016,2
LexuslS,18,2016,2
DS DS4,4,2016,2
BMW2-serie,115,2016,2
Peugeot508,62,2016,2
Peugeot2008,132,2016,2
MINI Mini,48,2016,2
Ford Focus,267,2016,2
Skoda Fabia,134,2016,2
Opel Corsa,103,2016,2
Mazda2,67,2016,2
Nissan Pulsar,27,2016,2
Citroen DSS,1,2016,2
Volvo V40,133,2016,2
Citroen C4,87,2016,2
Kia Rio,53,2016,2
Skoda Rapid,46,2016,2
Nissan Note,22,2016,2
Citroen Berlingo,14,2016,2
Hyundai i30,10,2016,2
Peugeot Partner,6,2016,2
Volkswagen Passat,546,2016,2
Suzuki Swift,111,2016,2
Hyundai i20,66,2016,2
Peugeot3008,62,2016,2
Renault Kadjar,55,2016,2
Opel Astra,173,2016,2
Honda Jazz,45,2016,2
Peugeot5008,39,2016,2
Nissan Micra,8,2016,2
Citroen C5,9,2016,2
Fiat Panda,7,2016,2
Ford C-Max,44,2016,2
Ford Courier,3,2016,2
BMW 1-serie,88,2016,2
Kia cee'd,64,2016,2
Kia Optima,13,2016,2
Lexus RC,9,2016,2
Honda HR-V,82,2016,2
Toyota RAV4,764,2016,2
Ssangyong Tivoli,16,2016,2
DS DSS,8,2016,2
Toyota Verso,1,2016,2
BMWi3,1119,2017,2
Nissan Leaf,760,2017,2
Renault Zoe,519,2017,2
Tesla ModelX,281,2017,2
Tesla ModelS,184,2017,2
Kia Soul,140,2017,2
Mitsubishi l-MiEV,49,2017,2
PeugeotiOn,44,2017,2
Citroen C-Zero,12,2017,2
Hyundai ix35,2,2017,2
Nissan NV200,46,2017,2
Volkswagen upl,178,2017,2
Hyundai IONIQ,271,2017,2
Mercedes-Benz B-klasse,245,2017,2
BMWi8,4,2017,2
Mitsubishi Outlander,578,2017,2
Volkswagen Golf,1379,2017,2
AudiA3,330,2017,2
Volkswagen Passat,1048,2017,2
Volvo XC90,556,2017,2
AudiQ7,224,2017,2
BMW2-serie,345,2017,2
Mercedes-Benz GLK,558,2017,2
Mercedes-Benz C-klasse,283,2017,2
Volvo V60,384,2017,2
Toyota Yaris,616,2017,2
Porsche Cayenne,48,2017,2
Toyota Auris,569,2017,2
Toyota Prius,240,2017,2
Kia Niro,412,2017,2
Toyota Aygo,10,2017,2
BMWX5,286,2017,2
Lexus CT,26,2017,2
Fiat500,6,2017,2
Peugeot108,32,2017,2
Hyundai i10,56,2017,2
BMW7-serie,22,2017,2
Citroen C1,10,2017,2
Renault Clio,41,2017,2
Skoda Citigo,17,2017,2
Mitsubishi Space Star,24,2017,2
Mercedes-Benz E-klasse,204,2017,2
Toyota C-HR,498,2017,2
Hyundai i20,139,2017,2
Citroen C4 Cactus,73,2017,2
Peugeot208,87,2017,2
AudiA1,19,2017,2
Opel Adam,2,2017,2
Volkswagen Polo,181,2017,2
Ford Fiesta,154,2017,2
Mercedes-Benz M-klasse,97,2017,2
Kia Picanto,30,2017,2
BMW3-serie,213,2017,2
Peugeot308,149,2017,2
Kia Optima,42,2017,2
LexuslS,12,2017,2
Suzuki lgnis,173,2017,2
Citroen CB,69,2017,2
Peugeot508,43,2017,2
Renault Megane,12,2017,2
Skoda Fabia,117,2017,2
Kia Rio,49,2017,2
Skoda Rapid,43,2017,2
Opel Corsa,35,2017,2
DS DSB,6,2017,2
DS DS4,6,2017,2
Ford Focus,308,2017,2
Peugeot2008,241,2017,2
Mazda2,40,2017,2
Fiat500X,1,2017,2
MINI Mini,77,2017,2
Ford KA+,25,2017,2
Nissan Note,8,2017,2
DS DS5,5,2017,2
Suzuki Swift,46,2017,2
Citroen C4,164,2017,2
Citroen Berlingo,21,2017,2
Peugeot Partner,3,2017,2
Kia cee'd,56,2017,2
Ford C-Max,53,2017,2
Honda Jazz,25,2017,2
Citroen C5,6,2017,2
Ford B-Max,6,2017,2
Fiat Panda,1,2017,2
Peugeot3008,407,2017,2
Opel Insignia,10,2017,2
Honda Civic,10,2017,2
Ford Courier,2,2017,2
Lexus RC,5,2017,2
Toyota RAV4,869,2017,2
Renault Kadjar,27,2017,2
Peugeot5008,10,2017,2
Nissan Pulsar,18,2017,2
Dacia Duster,20,2017,2
Ssangyong Tivoli,1,2017,2
Nissan Leaf,1413,2016,3
BMW i3,719,2016,3
Tesla ModelS,705,2016,3
Renault Zoe,538,2016,3
PeugeotiOn,118,2016,3
Citroen C-Zero,83,2016,3
Mitsubishi l-MiEV,7,2016,3
Kia Soul,367,2016,3
Nissan NV200,105,2016,3
Smart ForTwo,20,2016,3
Volkswagen upl,427,2016,3
Mercedes-Benz B-klasse,396,2016,3
Volkswagen Golf,3659,2016,3
BMWi8,16,2016,3
Mitsubishi Outlander,1437,2016,3
AudiA3,748,2016,3
Volvo V60,446,2016,3
Toyota Yaris,974,2016,3
Toyota Auris,1139,2016,3
Mercedes-Benz C-klasse,448,2016,3
Toyota Prius,332,2016,3
Lexus CT,74,2016,3
Toyota Aygo,44,2016,3
Peugeot108,67,2016,3
Citroen C1,32,2016,3
Fiat 500,16,2016,3
BMW2-serie,233,2016,3
Mitsubishi Space Star,28,2016,3
BMWX5,427,2016,3
Skoda Citigo,35,2016,3
Porsche Cayenne,55,2016,3
Renault Clio,16,2016,3
Smart ForFour,3,2016,3
Alfa Romeo Mito,1,2016,3
Volkswagen Passat,918,2016,3
Peugeot208,165,2016,3
AudiA1,90,2016,3
Volkswagen Polo,373,2016,3
Citroen C4 Cactus,157,2016,3
Renault Megane,46,2016,3
Kia Picanto,63,2016,3
DS DSB,45,2016,3
Ford Fiesta,298,2016,3
Citroen C3,52,2016,3
Peugeot308,458,2016,3
Opel Adam,12,2016,3
DS DS4,5,2016,3
Porsche Panamera,4,2016,3
Peugeot508,91,2016,3
Lexus lS,26,2016,3
Hyundai i20,127,2016,3
Ford Focus,385,2016,3
Peugeot2008,195,2016,3
Skoda Rapid,92,2016,3
Nissan Note,39,2016,3
Volvo XC90,494,2016,3
Skoda Fabia,217,2016,3
Opel Corsa,158,2016,3
Mazda2,81,2016,3
Citroen DSS,1,2016,3
Volvo V40,198,2016,3
Citroen C4,132,2016,3
MINI Mini,74,2016,3
Kia Rio,73,2016,3
Hyundai i30,20,2016,3
Opel Meriva,5,2016,3
Peugeot3008,95,2016,3
Citroen Berlingo,26,2016,3
Suzuki Swift,173,2016,3
Nissan Pulsar,45,2016,3
Ford Courier,8,2016,3
Peugeot Partner,7,2016,3
Opel Astra,256,2016,3
Nissan Micra,16,2016,3
Honda Jazz,63,2016,3
Peugeot5008,48,2016,3
Renault Kadjar,109,2016,3
Citroen CS,13,2016,3
Fiat Panda,10,2016,3
Lexus GS,2,2016,3
BMW 1-serie,120,2016,3
Kia Optima,14,2016,3
Lexus RC,12,2016,3
Kia cee'd,92,2016,3
Toyota RAV4,1068,2016,3
Ford C-Max,83,2016,3
Jaguar XE,30,2016,3
Hyundai i10,19,2016,3
Ssangyong Tivoli,20,2016,3
Toyota Verso,1,2016,3
BMW i3,1513,2017,3
Nissan Leaf,1259,2017,3
Renault Zoe,841,2017,3
Tesla Model X,727,2017,3
Tesla Model S,481,2017,3
Kia Soul / Soul EV,187,2017,3
Mitsubishi l-MiEV,81,2017,3
Peugeot iOn,66,2017,3
Citroen C-Zero,18,2017,3
Hyundai ix35,10,2017,3
Toyota Mirai,1,2017,3
Nissan NV200 /e-NV200,65,2017,3
Mercedes-Benz B-klasse,480,2017,3
Hyundai IONIQ,520,2017,3
Volkswagen upl,292,2017,3
BMW i8,5,2017,3
Volvo XC90,722,2017,3
Audi A3,473,2017,3
Volkswagen Passat/CC,1333,2017,3
Audi Q7,310,2017,3
BMW 2-serie,516,2017,3
Mercedes-Benz GLC,824,2017,3
Volvo V60,521,2017,3
Mercedes-Benz C-klasse,407,2017,3
Toyota Yaris,954,2017,3
Toyota Prius,392,2017,3
Porsche Cayenne,64,2017,3
Toyota Auris,854,2017,3
Kia Niro,592,2017,3
Lexus CT,37,2017,3
BMW 7-serie,25,2017,3
Toyota Aygo,17,2017,3
Fiat 500,8,2017,3
BMW X5,384,2017,3
Peugeot 1 08,46,2017,3
Citroen C1,17,2017,3
Hyundai i10,67,2017,3
Toyota C-HR,954,2017,3
Renault Clio,81,2017,3
Mitsubishi Space Star,41,2017,3
Skoda Citigo,24,2017,3
Smart ForTwo,3,2017,3
Citroen C4 Cactus,118,2017,3
Hyundai i20,172,2017,3
Peugeot 208,105,2017,3
Volkswagen Polo,324,2017,3
Ford Fiesta,214,2017,3
Audi A1,42,2017,3
Fiat Tipo,20,2017,3
Opel Adam,4,2017,3
Mercedes-Benz E-klasse,328,2017,3
BMW 3-serie,302,2017,3
Kia Optima / Optima PHEV,66,2017,3
Kia Picanto,47,2017,3
Peugeot 308,255,2017,3
Citroen C4,13,2017,3
Lexus lS /F,14,2017,3
Suzuki lgnis,213,2017,3
Citroen C3,142,2017,3
Mercedes-Benz GLE,115,2017,3
Kia Rio,82,2017,3
Peugeot 508,53,2017,3
DS DS 3,7,2017,3
Ford Focus,389,2017,3
Skoda Fabia,192,2017,3
Skoda Rapid,71,2017,3
DS DS 4,7,2017,3
Peugeot 2008,313,2017,3
Opel Corsa,64,2017,3
Mazda 2,63,2017,3
Nissan Note,20,2017,3
MINI Mini,122,2017,3
Suzuki Swift,80,2017,3
Ford KA+,43,2017,3
DS DS 5,5,2017,3
Hyundai i30,105,2017,3
Peugeot 5008 SUV,1,2017,3
Kia cee'd,72,2017,3
Citroen Berlingo,28,2017,3
Renault Megane,12,2017,3
Ford C-Max/Grand C-Max,68,2017,3
Honda Jazz,41,2017,3
Citroen C5,9,2017,3
Ford B-Max,6,2017,3
Peugeot Partner,4,2017,3
Alfa Romeo Giulietta,1,2017,3
Fiat Panda,1,2017,3
Peugeot 3008,522,2017,3
Ford Tran sit,1,2017,3
Peugeot 5008,12,2017,3
Lexus RC /F,9,2017,3
Toyota Rav4,1286,2017,3
Volvo V40,549,2017,3
Renault Kadjar,64,2017,3
Nissan Pulsar,27,2017,3
Nissan Micra,9,2017,3
Renault Talisman,19,2017,3
Ssangyong Tivoli,3,2017,3
Nissan Leaf,1954,2016,4
BMWi3,941,2016,4
Tesla ModelS,801,2016,4
Renault Zoe,768,2016,4
PeugeotiOn,146,2016,4
Citroen C-Zero,103,2016,4
Mitsubishi l-MiEV,18,2016,4
Toyota Mirai,1,2016,4
Kia Soul,470,2016,4
Nissan NV200,117,2016,4
Smart ForTwo,30,2016,4
Volkswagen upl,580,2016,4
Mercedes-Benz B-klasse,552,2016,4
Volkswagen Golf,5372,2016,4
BMWi8,19,2016,4
Mitsubishi Outlander,2006,2016,4
AudiA3,1023,2016,4
Volvo V60,553,2016,4
Toyota Yaris,1336,2016,4
BMW2-serie,438,2016,4
Toyota Prius,527,2016,4
Toyota Auris,1567,2016,4
Lexus CT,88,2016,4
Toyota Aygo,51,2016,4
Mercedes-Benz C-klasse,552,2016,4
Citroen C1,39,2016,4
Volkswagen Passat,1602,2016,4
Peugeot108,98,2016,4
Fiat 500,24,2016,4
BMWX5,592,2016,4
Mitsubishi Space Star,33,2016,4
Skoda Citigo,53,2016,4
Porsche Cayenne,67,2016,4
Smart ForFour,4,2016,4
Alfa Romeo Mito,1,2016,4
Peugeot208,244,2016,4
Renault Clio,23,2016,4
Volkswagen Polo,600,2016,4
AudiA1,148,2016,4
DS DS3,79,2016,4
Ford Fiesta,430,2016,4
Citroen C4 Cactus,208,2016,4
Kia Picanto,94,2016,4
Citroen C3,66,2016,4
Renault Megane,55,2016,4
Peugeot308,628,2016,4
Hyundai i20,210,2016,4
Opel Adam,12,2016,4
Porsche Panamera,4,2016,4
Skoda Rapid,143,2016,4
Peugeot508,122,2016,4
LexuslS,30,2016,4
DS DS4,9,2016,4
Peugeot2008,256,2016,4
Opel Corsa,207,2016,4
Nissan Note,45,2016,4
Volvo XC90,675,2016,4
Ford Focus,494,2016,4
Skoda Fabia,320,2016,4
Mazda2,116,2016,4
Citroen DSS,1,2016,4
Citroen C4,167,2016,4
Kia Rio,95,2016,4
Hyundai i30,28,2016,4
Volvo V40,284,2016,4
Peugeot3008,142,2016,4
Citroen Berlingo,38,2016,4
Peugeot Partner,13,2016,4
Suzuki Swift,210,2016,4
MINI Mini,105,2016,4
Nissan Pulsar,53,2016,4
Nissan Micra,19,2016,4
Ford Courier,10,2016,4
Honda Jazz,96,2016,4
Peugeot5008,67,2016,4
Opel Meriva,7,2016,4
Lexus GS,3,2016,4
Renault Kadjar,146,2016,4
Citroen CS,19,2016,4
Fiat Panda,13,2016,4
Opel Astra,426,2016,4
Renault Talisman,1,2016,4
BMW 1-serie,159,2016,4
Kia cee'd,134,2016,4
Kia Optima,25,2016,4
DS DS5,24,2016,4
Lexus RC,18,2016,4
Ford C-Max,118,2016,4
