car_name,count_CM_CY,pct_CM_CY,cum_YTD_CY,pct_YTD_CY,count_CM_LY,pct_CM_LY,cum_YTD_LY,pct_YTD_LY,chg_CM_YOY,chg_YTD_YOY,yearsel,monthsel,velgfordelt
1. Volkswagen Passat,509,"4,6",3 881,"5,9",458,"4,8",3 081,"5,8","11,1","26,0",2007.0,6,0
2. Volkswagen Golf,510,"4,6",3 085,"4,7",393,"4,1",1 907,"3,6","29,8","61,8",2007.0,6,0
3. Toyota Avensis,487,"4,4",2 963,"4,5",387,"4,1",2 171,"4,1","25,8","36,5",2007.0,6,0
4. Toyota Rav4,315,"2,8",2 389,"3,6",318,"3,3",1 919,"3,6","-0,9","24,5",2007.0,6,0
5. Toyota Corolla,118,"1,1",2 113,"3,2",417,"4,4",2 249,"4,2","-71,7","-6,0",2007.0,6,0
6. Peugeot 307,266,"2,4",2 031,"3,1",317,"3,3",1 868,"3,5","-16,1","8,7",2007.0,6,0
7. Skoda Octavia,295,"2,7",1 937,"2,9",241,"2,5",1 266,"2,4","22,4","53,0",2007.0,6,0
8. Ford Focus,289,"2,6",1 717,"2,6",270,"2,8",1 636,"3,1","7,0","5,0",2007.0,6,0
9. Honda CR-V,468,"4,2",1 695,"2,6",120,"1,3",853,"1,6","290,0","98,7",2007.0,6,0
10. Toyota Yaris,202,"1,8",1 692,"2,6",235,"2,5",1 335,"2,5","-14,0","26,7",2007.0,6,0
11. Volvo V70,360,"3,2",1 592,"2,4",194,"2,0",1 101,"2,1","85,6","44,6",2007.0,6,0
12. Toyota Auris,363,"3,3",1 345,"2,0",0,"0,0",0,"0,0",,,2007.0,6,0
13. Audi A4,188,"1,7",1 302,"2,0",166,"1,7",1 005,"1,9","13,3","29,6",2007.0,6,0
14. Volkswagen Touran,191,"1,7",1 300,"2,0",172,"1,8",947,"1,8","11,0","37,3",2007.0,6,0
15. Peugeot 207,155,"1,4",1 249,"1,9",85,"0,9",173,"0,3","82,4","622,0",2007.0,6,0
16. Volkswagen Polo,227,"2,0",1 229,"1,9",213,"2,2",707,"1,3","6,6","73,8",2007.0,6,0
17. Opel Astra,214,"1,9",1 203,"1,8",178,"1,9",932,"1,8","20,2","29,1",2007.0,6,0
18. Audi A3,157,"1,4",1 120,"1,7",98,"1,0",620,"1,2","60,2","80,6",2007.0,6,0
19. Saab 9-3,161,"1,5",1 077,"1,6",133,"1,4",634,"1,2","21,1","69,9",2007.0,6,0
20. Volvo V50,79,"0,7",1 023,"1,6",201,"2,1",985,"1,9","-60,7","3,9",2007.0,6,0
TOTALT,9 670,100,61 565,100,11 083,100,65 686,100,"-12,7","-6,3",2008.0,6,0
1. Volkswagen Golf,358,"3,7",2 738,"4,4",510,"4,6",3 085,"4,7","-29,8","-11,2",2008.0,6,0
2. Ford Mondeo,455,"4,7",2 675,"4,3",196,"1,8",903,"1,4","132,1","196,2",2008.0,6,0
3. Volkswagen Passat,300,"3,1",2 462,"4,0",509,"4,6",3 881,"5,9","-41,1","-36,6",2008.0,6,0
4. Volvo V70,311,"3,2",2 151,"3,5",360,"3,2",1 592,"2,4","-13,6","35,1",2008.0,6,0
5. Toyota Auris,316,"3,3",1 966,"3,2",363,"3,3",1 345,"2,0","-12,9","46,2",2008.0,6,0
6. Toyota Avensis,278,"2,9",1 852,"3,0",487,"4,4",2 963,"4,5","-42,9","-37,5",2008.0,6,0
7. Mitsubishi Outlander,180,"1,9",1 778,"2,9",371,"3,3",920,"1,4","-51,5","93,3",2008.0,6,0
8. Nissan Qashqai,322,"3,3",1 659,"2,7",198,"1,8",815,"1,2","62,6","103,6",2008.0,6,0
9. Ford Focus,237,"2,5",1 649,"2,7",289,"2,6",1 717,"2,6","-18,0","-4,0",2008.0,6,0
10. Audi A4,331,"3,4",1 494,"2,4",188,"1,7",1 302,"2,0","76,1","14,7",2008.0,6,0
11. Skoda Octavia,220,"2,3",1 405,"2,3",295,"2,7",1 937,"2,9","-25,4","-27,5",2008.0,6,0
12. Honda CR-V,136,"1,4",1 342,"2,2",468,"4,2",1 695,"2,6","-70,9","-20,8",2008.0,6,0
13. Volkswagen Tiguan,182,"1,9",1 309,"2,1",0,"0,0",0,"0,0",,,2008.0,6,0
14. Toyota Rav4,123,"1,3",1 266,"2,1",315,"2,8",2 389,"3,6","-61,0","-47,0",2008.0,6,0
15. Toyota Yaris,144,"1,5",1 248,"2,0",202,"1,8",1 692,"2,6","-28,7","-26,2",2008.0,6,0
16. Audi A3,224,"2,3",1 053,"1,7",157,"1,4",1 120,"1,7","42,7","-6,0",2008.0,6,0
17. BMW 3-serie,207,"2,1",1 050,"1,7",179,"1,6",997,"1,5","15,6","5,3",2008.0,6,0
18. Peugeot 207,138,"1,4",981,"1,6",155,"1,4",1 249,"1,9","-11,0","-21,5",2008.0,6,0
19. Nissan X-Trail,125,"1,3",970,"1,6",71,"0,6",262,"0,4","76,1","270,2",2008.0,6,0
20. Mazda 6,189,"2,0",966,"1,6",94,"0,8",713,"1,1","101,1","35,5",2008.0,6,0
TOTALT,7 581,100,41 747,100,9 670,100,61 565,100,"-21,6","-32,2",2009.0,6,0
1. Volkswagen Golf,412,"5,4",2 363,"5,7",358,"3,7",2 738,"4,4","15,1","-13,7",2009.0,6,0
2. Toyota Avensis,353,"4,7",2 020,"4,8",278,"2,9",1 852,"3,0","27,0","9,1",2009.0,6,0
3. Ford Mondeo,368,"4,9",1 394,"3,3",455,"4,7",2 675,"4,3","-19,1","-47,9",2009.0,6,0
4. Skoda Octavia,182,"2,4",1 225,"2,9",220,"2,3",1 405,"2,3","-17,3","-12,8",2009.0,6,0
5. Volkswagen Passat,233,"3,1",1 209,"2,9",300,"3,1",2 462,"4,0","-22,3","-50,9",2009.0,6,0
6. Opel Insignia,281,"3,7",1 074,"2,6",0,"0,0",0,"0,0",,,2009.0,6,0
7. Nissan Qashqai,202,"2,7",984,"2,4",322,"3,3",1 659,"2,7","-37,3","-40,7",2009.0,6,0
8. Ford Focus,190,"2,5",973,"2,3",237,"2,5",1 649,"2,7","-19,8","-41,0",2009.0,6,0
9. Toyota Auris,96,"1,3",940,"2,3",316,"3,3",1 966,"3,2","-69,6","-52,2",2009.0,6,0
10. Peugeot 308,114,"1,5",933,"2,2",116,"1,2",943,"1,5","-1,7","-1,1",2009.0,6,0
11. Volkswagen Tiguan,141,"1,9",919,"2,2",182,"1,9",1 309,"2,1","-22,5","-29,8",2009.0,6,0
12. Audi A4,186,"2,5",872,"2,1",331,"3,4",1 494,"2,4","-43,8","-41,6",2009.0,6,0
13. BMW 3-serie,188,"2,5",830,"2,0",207,"2,1",1 050,"1,7","-9,2","-21,0",2009.0,6,0
14. Honda CR-V,109,"1,4",756,"1,8",136,"1,4",1 342,"2,2","-19,9","-43,7",2009.0,6,0
15. Mazda 6,123,"1,6",752,"1,8",189,"2,0",966,"1,6","-34,9","-22,2",2009.0,6,0
16. Volvo V70,216,"2,8",745,"1,8",311,"3,2",2 151,"3,5","-30,5","-65,4",2009.0,6,0
17. Toyota Yaris,99,"1,3",724,"1,7",144,"1,5",1 248,"2,0","-31,3","-42,0",2009.0,6,0
18. Volvo V50,191,"2,5",686,"1,6",225,"2,3",866,"1,4","-15,1","-20,8",2009.0,6,0
19. Volvo XC60,109,"1,4",633,"1,5",0,"0,0",0,"0,0",,,2009.0,6,0
20. Hyundai i30,147,"1,9",602,"1,4",76,"0,8",438,"0,7","93,4","37,4",2009.0,6,0
TOTALT,11 119,100,61 969,100,7 581,100,41 747,100,"46,7","48,4",2010.0,6,0
1. Volkswagen Golf,671,"6,0",3 930,"6,3",412,"5,4",2 363,"5,7","62,9","66,3",2010.0,6,0
2. Nissan Qashqai,424,"3,8",2 108,"3,4",202,"2,7",984,"2,4","109,9","114,2",2010.0,6,0
3. Volvo V70,373,"3,4",2 079,"3,4",216,"2,8",745,"1,8","72,7","179,1",2010.0,6,0
4. Toyota Avensis,353,"3,2",1 981,"3,2",353,"4,7",2 020,"4,8","0,0","-1,9",2010.0,6,0
5. Volkswagen Passat,262,"2,4",1 905,"3,1",233,"3,1",1 209,"2,9","12,4","57,6",2010.0,6,0
6. Ford Mondeo,472,"4,2",1 641,"2,6",368,"4,9",1 394,"3,3","28,3","17,7",2010.0,6,0
7. Volvo V50,197,"1,8",1 469,"2,4",191,"2,5",686,"1,6","3,1","114,1",2010.0,6,0
8. Volkswagen Polo,179,"1,6",1 468,"2,4",12,"0,2",386,"0,9","1 391,7","280,3",2010.0,6,0
9. Skoda Octavia,263,"2,4",1 460,"2,4",182,"2,4",1 225,"2,9","44,5","19,2",2010.0,6,0
10. Peugeot 3008,193,"1,7",1 449,"2,3",75,"1,0",97,"0,2","157,3","1 393,8",2010.0,6,0
11. Toyota Prius,220,"2,0",1 422,"2,3",16,"0,2",381,"0,9","1 275,0","273,2",2010.0,6,0
12. Audi A4,242,"2,2",1 240,"2,0",186,"2,5",872,"2,1","30,1","42,2",2010.0,6,0
13. Mitsubishi Outlander,217,"2,0",1 229,"2,0",46,"0,6",501,"1,2","371,7","145,3",2010.0,6,0
13. Toyota Auris,256,"2,3",1 229,"2,0",96,"1,3",940,"2,3","166,7","30,7",2010.0,6,0
14. Ford Fiesta,186,"1,7",1 207,"1,9",110,"1,5",527,"1,3","69,1","129,0",2010.0,6,0
15. Ford Focus,254,"2,3",1 077,"1,7",190,"2,5",973,"2,3","33,7","10,7",2010.0,6,0
16. Opel Astra,213,"1,9",1 048,"1,7",63,"0,8",358,"0,9","238,1","192,7",2010.0,6,0
17. Toyota Urban Cruiser,112,"1,0",1 025,"1,7",72,"0,9",138,"0,3","55,6","642,8",2010.0,6,0
18. Volkswagen Tiguan,126,"1,1",1 023,"1,7",141,"1,9",919,"2,2","-10,6","11,3",2010.0,6,0
19. Audi A3,101,"0,9",946,"1,5",93,"1,2",480,"1,1","8,6","97,1",2010.0,6,0
TOTALT,10 354,100,68 505,100,11 119,100,61 969,100,"-6,9","10,5",2011.0,6,0
1. Volkswagen Golf,391,"3,8",3 565,"5,2",671,"6,0",3 930,"6,3","-41,7","-9,3",2011.0,6,0
2. Volkswagen Passat,411,"4,0",2 359,"3,4",262,"2,4",1 905,"3,1","56,9","23,8",2011.0,6,0
3. Mitsubishi ASX,363,"3,5",2 342,"3,4",20,"0,2",20,"0,0","1 715,0","11 610,0",2011.0,6,0
4. Toyota Avensis,246,"2,4",1 986,"2,9",353,"3,2",1 981,"3,2","-30,3","0,3",2011.0,6,0
5. Nissan Qashqai,307,"3,0",1 771,"2,6",424,"3,8",2 108,"3,4","-27,6","-16,0",2011.0,6,0
6. Volvo V70,256,"2,5",1 770,"2,6",373,"3,4",2 079,"3,4","-31,4","-14,9",2011.0,6,0
7. Toyota Auris,141,"1,4",1 684,"2,5",256,"2,3",1 229,"2,0","-44,9","37,0",2011.0,6,0
8. Ford Focus,325,"3,1",1 668,"2,4",254,"2,3",1 077,"1,7","28,0","54,9",2011.0,6,0
9. Ford Mondeo,310,"3,0",1 636,"2,4",472,"4,2",1 641,"2,6","-34,3","-0,3",2011.0,6,0
10. Volkswagen Polo,141,"1,4",1 526,"2,2",179,"1,6",1 468,"2,4","-21,2","4,0",2011.0,6,0
11. Skoda Octavia,245,"2,4",1 468,"2,1",263,"2,4",1 460,"2,4","-6,8","0,5",2011.0,6,0
12. Volvo V50,170,"1,6",1 205,"1,8",197,"1,8",1 469,"2,4","-13,7","-18,0",2011.0,6,0
13. Audi A4,203,"2,0",1 069,"1,6",242,"2,2",1 240,"2,0","-16,1","-13,8",2011.0,6,0
14. Opel Astra,168,"1,6",1 048,"1,5",213,"1,9",1 048,"1,7","-21,1","0,0",2011.0,6,0
15. Volvo V60,255,"2,5",1 042,"1,5",0,"0,0",0,"0,0",,,2011.0,6,0
16. Peugeot 3008,118,"1,1",1 025,"1,5",193,"1,7",1 449,"2,3","-38,9","-29,3",2011.0,6,0
17. Peugeot 508,191,"1,8",921,"1,3",0,"0,0",0,"0,0",,,2011.0,6,0
18. Volkswagen Tiguan,55,"0,5",911,"1,3",126,"1,1",1 023,"1,7","-56,3","-10,9",2011.0,6,0
19. Volvo XC60,89,"0,9",894,"1,3",217,"2,0",886,"1,4","-59,0","0,9",2011.0,6,0
20. Toyota Yaris,117,"1,1",859,"1,3",158,"1,4",899,"1,5","-25,9","-4,4",2011.0,6,0
TOTALT,11 053,100,69 355,100,10 354,100,68 505,100,"6,8","1,2",2012.0,6,0
1. Volkswagen Golf,377,"3,4",3 075,"4,4",391,"3,8",3 565,"5,2","-3,6","-13,7",2012.0,6,0
2. Ford Focus,516,"4,7",2 288,"3,3",325,"3,1",1 668,"2,4","58,8","37,2",2012.0,6,0
3. Toyota Avensis,333,"3,0",2 169,"3,1",246,"2,4",1 986,"2,9","35,4","9,2",2012.0,6,0
4. Volkswagen Tiguan,311,"2,8",2 065,"3,0",55,"0,5",911,"1,3","465,5","126,7",2012.0,6,0
5. Volkswagen Passat,349,"3,2",2 048,"3,0",411,"4,0",2 359,"3,4","-15,1","-13,2",2012.0,6,0
6. Volvo V70,305,"2,8",1 960,"2,8",256,"2,5",1 770,"2,6","19,1","10,7",2012.0,6,0
7. Toyota Yaris,213,"1,9",1 816,"2,6",117,"1,1",859,"1,3","82,1","111,4",2012.0,6,0
8. Nissan Qashqai,227,"2,1",1 533,"2,2",307,"3,0",1 771,"2,6","-26,1","-13,4",2012.0,6,0
9. Toyota Auris,208,"1,9",1 381,"2,0",141,"1,4",1 684,"2,5","47,5","-18,0",2012.0,6,0
10. Skoda Octavia,274,"2,5",1 377,"2,0",245,"2,4",1 468,"2,1","11,8","-6,2",2012.0,6,0
11. Volvo V60,224,"2,0",1 275,"1,8",255,"2,5",1 042,"1,5","-12,2","22,4",2012.0,6,0
12. Ford Mondeo,226,"2,0",1 213,"1,7",310,"3,0",1 636,"2,4","-27,1","-25,9",2012.0,6,0
13. Mitsubishi ASX,176,"1,6",1 211,"1,7",363,"3,5",2 342,"3,4","-51,5","-48,3",2012.0,6,0
14. BMW X3,224,"2,0",1 201,"1,7",127,"1,2",586,"0,9","76,4","104,9",2012.0,6,0
15. Volvo V50,138,"1,2",1 177,"1,7",170,"1,6",1 205,"1,8","-18,8","-2,3",2012.0,6,0
16. Nissan Leaf,138,"1,2",1 033,"1,5",0,"0,0",0,"0,0",,,2012.0,6,0
17. Toyota Rav4,125,"1,1",1 011,"1,5",75,"0,7",830,"1,2","66,7","21,8",2012.0,6,0
18. Volkswagen Polo,110,"1,0",999,"1,4",141,"1,4",1 526,"2,2","-22,0","-34,5",2012.0,6,0
19. Volvo XC60,157,"1,4",971,"1,4",89,"0,9",894,"1,3","76,4","8,6",2012.0,6,0
20. Peugeot 508,156,"1,4",970,"1,4",191,"1,8",921,"1,3","-18,3","5,3",2012.0,6,0
TOTALT,10 948,100,70 644,100,11 053,100,69 355,100,"-0,9","1,9",2013.0,6,0
1. Volkswagen Golf,550,"5,0",3 931,"5,6",377,"3,4",3 075,"4,4","45,9","27,8",2013.0,6,0
2. Mazda CX-5,336,"3,1",2 222,"3,1",204,"1,8",433,"0,6","64,7","413,2",2013.0,6,0
3. Toyota Auris,269,"2,5",2 076,"2,9",208,"1,9",1 381,"2,0","29,3","50,3",2013.0,6,0
4. Toyota Yaris,350,"3,2",2 046,"2,9",213,"1,9",1 816,"2,6","64,3","12,7",2013.0,6,0
5. Nissan Leaf,340,"3,1",1 974,"2,8",138,"1,2",1 033,"1,5","146,4","91,1",2013.0,6,0
6. Mitsubishi Outlander,260,"2,4",1 936,"2,7",88,"0,8",549,"0,8","195,5","252,6",2013.0,6,0
7. Volvo V40,251,"2,3",1 793,"2,5",5,"0,0",5,"0,0","4 920,0","35 760,0",2013.0,6,0
8. Ford Focus,295,"2,7",1 789,"2,5",516,"4,7",2 288,"3,3","-42,8","-21,8",2013.0,6,0
9. Volkswagen Passat,281,"2,6",1 638,"2,3",349,"3,2",2 048,"3,0","-19,5","-20,0",2013.0,6,0
10. Toyota Rav4,448,"4,1",1 548,"2,2",125,"1,1",1 011,"1,5","258,4","53,1",2013.0,6,0
11. Nissan Qashqai,230,"2,1",1 488,"2,1",227,"2,1",1 533,"2,2","1,3","-2,9",2013.0,6,0
11. Volkswagen Tiguan,216,"2,0",1 488,"2,1",311,"2,8",2 065,"3,0","-30,5","-27,9",2013.0,6,0
12. Volvo V70,218,"2,0",1 387,"2,0",305,"2,8",1 960,"2,8","-28,5","-29,2",2013.0,6,0
13. Toyota Avensis,165,"1,5",1 272,"1,8",333,"3,0",2 169,"3,1","-50,5","-41,4",2013.0,6,0
14. Skoda Octavia,184,"1,7",1 210,"1,7",274,"2,5",1 377,"2,0","-32,8","-12,1",2013.0,6,0
15. Mercedes-Benz A-klasse,81,"0,7",1 194,"1,7",8,"0,1",58,"0,1","912,5","1 958,6",2013.0,6,0
16. Honda CR-V,132,"1,2",1 146,"1,6",70,"0,6",317,"0,5","88,6","261,5",2013.0,6,0
17. Audi A4,159,"1,5",1 090,"1,5",143,"1,3",890,"1,3","11,2","22,5",2013.0,6,0
18. Volvo V60,103,"0,9",1 077,"1,5",224,"2,0",1 275,"1,8","-54,0","-15,5",2013.0,6,0
19. Opel Mokka,110,"1,0",1 052,"1,5",0,"0,0",0,"0,0",,,2013.0,6,0
TOTALT,11 441,100,72 385,100,10 948,100,70 644,100,"4,5","2,5",2014.0,6,0
1. Volkswagen Golf,723,"6,3",3 631,"5,0",550,"5,0",3 931,"5,6","31,5","-7,6",2014.0,6,0
2. Tesla Model S,536,"4,7",3 134,"4,3",0,"0,0",0,"0,0",,,2014.0,6,0
3. Toyota Auris,399,"3,5",2 713,"3,7",269,"2,5",2 076,"2,9","48,3","30,7",2014.0,6,0
4. Nissan Leaf,313,"2,7",2 665,"3,7",340,"3,1",1 974,"2,8","-7,9","35,0",2014.0,6,0
5. Skoda Octavia,381,"3,3",2 178,"3,0",184,"1,7",1 210,"1,7","107,1","80,0",2014.0,6,0
6. Volkswagen up!,251,"2,2",1 991,"2,8",74,"0,7",615,"0,9","239,2","223,7",2014.0,6,0
7. Toyota Yaris,331,"2,9",1 946,"2,7",350,"3,2",2 046,"2,9","-5,4","-4,9",2014.0,6,0
8. Toyota Rav4,308,"2,7",1 923,"2,7",448,"4,1",1 548,"2,2","-31,3","24,2",2014.0,6,0
9. Mazda CX-5,283,"2,5",1 887,"2,6",336,"3,1",2 222,"3,1","-15,8","-15,1",2014.0,6,0
10. Nissan Qashqai,208,"1,8",1 695,"2,3",230,"2,1",1 488,"2,1","-9,6","13,9",2014.0,6,0
11. Mitsubishi Outlander,211,"1,8",1 523,"2,1",260,"2,4",1 936,"2,7","-18,8","-21,3",2014.0,6,0
12. Volvo V40,275,"2,4",1 483,"2,0",251,"2,3",1 793,"2,5","9,6","-17,3",2014.0,6,0
13. Volkswagen Passat,195,"1,7",1 299,"1,8",281,"2,6",1 638,"2,3","-30,6","-20,7",2014.0,6,0
14. Volkswagen Tiguan,138,"1,2",1 222,"1,7",216,"2,0",1 488,"2,1","-36,1","-17,9",2014.0,6,0
15. Volvo V70,193,"1,7",1 198,"1,7",218,"2,0",1 387,"2,0","-11,5","-13,6",2014.0,6,0
16. Audi A3,196,"1,7",1 171,"1,6",153,"1,4",953,"1,3","28,1","22,9",2014.0,6,0
17. BMW i3,146,"1,3",1 159,"1,6",0,"0,0",0,"0,0",,,2014.0,6,0
18. Suzuki SX4,135,"1,2",1 154,"1,6",46,"0,4",335,"0,5","193,5","244,5",2014.0,6,0
19. BMW 3-serie,123,"1,1",1 141,"1,6",163,"1,5",1 007,"1,4","-24,5","13,3",2014.0,6,0
20. Ford Focus,239,"2,1",1 138,"1,6",295,"2,7",1 789,"2,5","-19,0","-36,4",2014.0,6,0
TOTALT,14 207,100,74 392,100,11 441,100,72 385,100,"24,2","2,8",2015.0,6,0
1. Volkswagen Golf,1 626,"11,4",8 477,"11,4",723,"6,3",3 631,"5,0","124,9","133,5",2015.0,6,0
2. Tesla Model S,566,"4,0",2 674,"3,6",536,"4,7",3 134,"4,3","5,6","-14,7",2015.0,6,0
3. Toyota Auris,336,"2,4",2 361,"3,2",399,"3,5",2 713,"3,7","-15,8","-13,0",2015.0,6,0
4. Toyota Rav4,368,"2,6",2 336,"3,1",308,"2,7",1 923,"2,7","19,5","21,5",2015.0,6,0
5. Skoda Octavia,358,"2,5",2 209,"3,0",381,"3,3",2 178,"3,0","-6,0","1,4",2015.0,6,0
6. Toyota Yaris,371,"2,6",2 117,"2,8",331,"2,9",1 946,"2,7","12,1","8,8",2015.0,6,0
7. Mitsubishi Outlander,487,"3,4",1 853,"2,5",211,"1,8",1 523,"2,1","130,8","21,7",2015.0,6,0
8. Mazda CX-5,358,"2,5",1 611,"2,2",283,"2,5",1 887,"2,6","26,5","-14,6",2015.0,6,0
8. Nissan Leaf,186,"1,3",1 611,"2,2",313,"2,7",2 665,"3,7","-40,6","-39,5",2015.0,6,0
9. Volkswagen Passat,308,"2,2",1 585,"2,1",195,"1,7",1 299,"1,8","57,9","22,0",2015.0,6,0
10. Audi A3,292,"2,1",1 529,"2,1",196,"1,7",1 171,"1,6","49,0","30,6",2015.0,6,0
11. Nissan Qashqai,307,"2,2",1 476,"2,0",208,"1,8",1 695,"2,3","47,6","-12,9",2015.0,6,0
12. Ford Mondeo,221,"1,6",1 244,"1,7",92,"0,8",545,"0,8","140,2","128,3",2015.0,6,0
13. Volvo V70,290,"2,0",1 218,"1,6",193,"1,7",1 198,"1,7","50,3","1,7",2015.0,6,0
14. Volkswagen up!,180,"1,3",1 125,"1,5",251,"2,2",1 991,"2,8","-28,3","-43,5",2015.0,6,0
15. Ford Focus,174,"1,2",1 089,"1,5",239,"2,1",1 138,"1,6","-27,2","-4,3",2015.0,6,0
16. Renault Zoe,431,"3,0",1 049,"1,4",42,"0,4",67,"0,1","926,2","1 465,7",2015.0,6,0
17. Peugeot 308,203,"1,4",979,"1,3",130,"1,1",881,"1,2","56,2","11,1",2015.0,6,0
18. Volvo XC60,164,"1,2",977,"1,3",165,"1,4",1 054,"1,5","-0,6","-7,3",2015.0,6,0
19. Mercedes-Benz C-klasse,142,"1,0",935,"1,3",113,"1,0",545,"0,8","25,7","71,6",2015.0,6,0
TOTALT,13 681,100,77 749,100,14 207,100,74 392,100,"-3,7","4,5",2016.0,6,0
1. Volkswagen Golf,1 056,"7,7",7 482,"9,6",1 626,"11,4",8 477,"11,4","-35,1","-11,7",2016.0,6,0
2. Mitsubishi Outlander,590,"4,3",3 149,"4,1",487,"3,4",1 853,"2,5","21,1","69,9",2016.0,6,0
3. Volkswagen Passat,463,"3,4",2 595,"3,3",308,"2,2",1 585,"2,1","50,3","63,7",2016.0,6,0
4. Nissan Leaf,318,"2,3",2 592,"3,3",186,"1,3",1 611,"2,2","71,0","60,9",2016.0,6,0
5. Toyota Auris,435,"3,2",2 450,"3,2",336,"2,4",2 361,"3,2","29,5","3,8",2016.0,6,0
6. Toyota Yaris,391,"2,9",2 210,"2,8",371,"2,6",2 117,"2,8","5,4","4,4",2016.0,6,0
7. Toyota Rav4,324,"2,4",2 090,"2,7",368,"2,6",2 336,"3,1","-12,0","-10,5",2016.0,6,0
8. Skoda Octavia,328,"2,4",1 952,"2,5",358,"2,5",2 209,"3,0","-8,4","-11,6",2016.0,6,0
9. Audi A3,241,"1,8",1 530,"2,0",292,"2,1",1 529,"2,1","-17,5","0,1",2016.0,6,0
10. Mazda CX-5,252,"1,8",1 352,"1,7",358,"2,5",1 611,"2,2","-29,6","-16,1",2016.0,6,0
11. Mazda CX-3,213,"1,6",1 271,"1,6",61,"0,4",103,"0,1","249,2","1 134,0",2016.0,6,0
12. Tesla Model S,284,"2,1",1 241,"1,6",566,"4,0",2 674,"3,6","-49,8","-53,6",2016.0,6,0
13. Renault Zoe,398,"2,9",1 230,"1,6",431,"3,0",1 049,"1,4","-7,7","17,3",2016.0,6,0
14. Skoda Superb,168,"1,2",1 163,"1,5",48,"0,3",296,"0,4","250,0","292,9",2016.0,6,0
15. BMW i3,51,"0,4",1 112,"1,4",117,"0,8",684,"0,9","-56,4","62,6",2016.0,6,0
16. Volvo V70,139,"1,0",1 039,"1,3",290,"2,0",1 218,"1,6","-52,1","-14,7",2016.0,6,0
17. Ford Mondeo,193,"1,4",1 022,"1,3",221,"1,6",1 244,"1,7","-12,7","-17,8",2016.0,6,0
18. Nissan Qashqai,154,"1,1",986,"1,3",307,"2,2",1 476,"2,0","-49,8","-33,2",2016.0,6,0
19. Mercedes-Benz B-klasse,215,"1,6",971,"1,2",210,"1,5",839,"1,1","2,4","15,7",2016.0,6,0
20. Toyota Prius,246,"1,8",970,"1,2",86,"0,6",519,"0,7","186,0","86,9",2016.0,6,0
TOTALT,8 975,100,61 725,100,10 292,100,61 352,100,"-12,8","0,6",2e3,7,0
1. Volkswagen Golf,576,"6,4",3 478,"5,6",605,"5,9",3 392,"5,5","-4,8","2,5",2e3,7,0
2. Toyota Yaris,455,"5,1",3 036,"4,9",216,"2,1",904,"1,5","110,6","235,8",2e3,7,0
3. Volkswagen Passat,353,"3,9",2 946,"4,8",586,"5,7",2 843,"4,6","-39,8","3,6",2e3,7,0
4. Ford Focus,413,"4,6",2 404,"3,9",409,"4,0",2 511,"4,1","1,0","-4,3",2e3,7,0
5. Opel Astra,279,"3,1",1 981,"3,2",477,"4,6",3 007,"4,9","-41,5","-34,1",2e3,7,0
6. Toyota Avensis,401,"4,5",1 942,"3,1",287,"2,8",1 916,"3,1","39,7","1,4",2e3,7,0
7. Toyota Corolla,248,"2,8",1 830,"3,0",302,"2,9",2 165,"3,5","-17,9","-15,5",2e3,7,0
8. Volkswagen Polo,236,"2,6",1 794,"2,9",275,"2,7",1 448,"2,4","-14,2","23,9",2e3,7,0
9. Renault Megane,180,"2,0",1 423,"2,3",217,"2,1",948,"1,5","-17,1","50,1",2e3,7,0
10. Nissan Primera,171,"1,9",1 419,"2,3",165,"1,6",995,"1,6","3,6","42,6",2e3,7,0
11. Opel Zafira,165,"1,8",1 384,"2,2",146,"1,4",354,"0,6","13,0","291,0",2e3,7,0
12. Peugeot 406,234,"2,6",1 382,"2,2",261,"2,5",1 195,"1,9","-10,3","15,6",2e3,7,0
13. Skoda Octavia,158,"1,8",1 241,"2,0",198,"1,9",1 093,"1,8","-20,2","13,5",2e3,7,0
14. Peugeot 206,153,"1,7",1 203,"1,9",124,"1,2",1 146,"1,9","23,4","5,0",2e3,7,0
15. BMW 3-serie,150,"1,7",1 120,"1,8",130,"1,3",883,"1,4","15,4","26,8",2e3,7,0
16. Saab 9-3,225,"2,5",1 048,"1,7",192,"1,9",1 003,"1,6","17,2","4,5",2e3,7,0
17. Audi A4,158,"1,8",1 023,"1,7",179,"1,7",1 291,"2,1","-11,7","-20,8",2e3,7,0
18. Ford Mondeo,97,"1,1",1 019,"1,7",154,"1,5",1 132,"1,8","-37,0","-10,0",2e3,7,0
19. Volvo V70,113,"1,3",1 015,"1,6",81,"0,8",691,"1,1","39,5","46,9",2e3,7,0
20. Opel Vectra,116,"1,3",984,"1,6",377,"3,7",2 014,"3,3","-69,2","-51,1",2e3,7,0
TOTALT,8 891,100,55 414,100,8 975,100,61 725,100,"-0,9","-10,2",2001.0,7,0
1. Volkswagen Passat,540,"6,1",3 113,"5,6",353,"3,9",2 946,"4,8","53,0","5,7",2001.0,7,0
2. Ford Mondeo,385,"4,3",3 003,"5,4",97,"1,1",1 019,"1,7","296,9","194,7",2001.0,7,0
3. Toyota Yaris,375,"4,2",2 471,"4,5",455,"5,1",3 036,"4,9","-17,6","-18,6",2001.0,7,0
4. Volkswagen Golf,401,"4,5",2 306,"4,2",576,"6,4",3 478,"5,6","-30,4","-33,7",2001.0,7,0
